developerResponse,date,review,score,userName,IOS,Name
"{'reviewId': '8063c1e3-1034-45de-9d57-cc480252532e', 'userName': 'Umair Iqbal', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJNvHG7Tnf9KA2VIRfwt7BLswWixEFaRkPbC0jcshbpQGoaaw=mo', 'content': 'Well done app', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 12, 15, 0, 8, 46), 'replyContent': 'We are happy to know that you found our app useful.', 'repliedAt': datetime.datetime(2021, 12, 17, 5, 25, 29), 'appVersion': None}",2021-12-15 00:08:46,Well done app,5,Umair Iqbal,0,kids-math-games
"{'reviewId': 'b559fd31-985d-40c6-b8ff-05f0444de934', 'userName': 'Ankitha T', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWzsUmzVH5S0GOqQdGrGvH57XLqvLZVzeOugCrBqOV_pLyfaURf', 'content': 'You have improve till', 'score': 1, 'thumbsUpCount': 8, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2021, 10, 18, 1, 22, 2), 'replyContent': 'Can you clarify what you mean? One star means horrible and trying to understand why. Every review matters to us.', 'repliedAt': datetime.datetime(2021, 10, 20, 1, 2, 29), 'appVersion': '1.0.3'}",2021-10-18 01:22:02,You have improve till,1,Ankitha T,0,kids-math-games
"{'reviewId': '09d0cd71-55f4-40e1-9c95-392664207a14', 'userName': 'Anna Manzano', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKD6BsB6ZSNzhMy635hmnqp8kLvLKU-Rm4zI68ck1V6TFJogA=mo', 'content': '♥️ good apps', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.0.4', 'at': datetime.datetime(2022, 3, 17, 10, 13, 7), 'replyContent': 'Thank you very much for your 5-star review!!!', 'repliedAt': datetime.datetime(2022, 3, 22, 5, 31, 58), 'appVersion': '1.0.4'}",2022-03-17 10:13:07,♥️ good apps,5,Anna Manzano,0,kids-math-games
"{'reviewId': '997ad600-6bb2-4d26-a568-b993bd85fe04', 'userName': 'dolly adhikari', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLskKOryclh5D6t17pdC91PdfHjO4S7JdZ1QHSC2li0LEFbsg=mo', 'content': 'Very very very very very very good', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.0.9', 'at': datetime.datetime(2022, 9, 7, 23, 2, 20), 'replyContent': 'Thank you. We are happy to know you like it. Please do check out our other games.', 'repliedAt': datetime.datetime(2022, 9, 15, 1, 22, 3), 'appVersion': '1.0.9'}",2022-09-07 23:02:20,Very very very very very very good,5,dolly adhikari,0,kids-math-games
"{'reviewId': '0b85510b-a2e5-43d0-93f8-09d5537e3538', 'userName': 'Malesedi Moabi', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLnqdtaBi16JTc_DAy0GFWiM3fH2DV3bYRDSsj4vaZ3Nn8vkw=mo', 'content': 'My child can caunt', 'score': 4, 'thumbsUpCount': 4, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2022, 1, 12, 7, 16, 28), 'replyContent': 'If you like the app do you mind rating it a 5 star? You gave it a 4 star so let us know if we can still improve something.', 'repliedAt': datetime.datetime(2022, 1, 19, 3, 9, 56), 'appVersion': '1.0.3'}",2022-01-12 07:16:28,My child can caunt,4,Malesedi Moabi,0,kids-math-games
"{'reviewId': '5cf9b701-59b1-4d4a-81a1-d07449203c43', 'userName': 'Chloe Scarlett', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKSNehhT5E0Ce_frYyXqAfHrdU2NP5m208aVNAbEPhafiR2PA=mo', 'content': 'NICE FOR KIDS ☺️', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 7, 12, 18, 56, 39), 'replyContent': 'Thank you. We are happy to know you like it. Please do check out our other games.', 'repliedAt': datetime.datetime(2022, 7, 13, 3, 39, 27), 'appVersion': None}",2022-07-12 18:56:39,NICE FOR KIDS ☺️,5,Chloe Scarlett,0,kids-math-games
"{'reviewId': 'e595159d-ed6d-407f-a065-578b8965ab90', 'userName': 'Almaz fekadu', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocK6MTS7UumBZAHoWngGmEMrdFf64xI-l2jrV2eEoMULznJ78w=mo', 'content': 'Kids Math ፡፡ M...', 'score': 4, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.1.4', 'at': datetime.datetime(2023, 3, 17, 6, 44, 17), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.1.4'}",2023-03-17 06:44:17,Kids Math ፡፡ M...,4,Almaz fekadu,0,kids-math-games
"{'reviewId': '8d319d9a-f9b6-42ac-bb2e-4151afed3eb2', 'userName': 'Alrasi Alrasi', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIiypx_bQnW89w00Ovx0dLYiBScFkZrWVZgYzTghyT0LyXfxw=mo', 'content': 'Its too bad', 'score': 1, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2023, 7, 6, 0, 34, 49), 'replyContent': ""😱😭❓ 1 star is really bad, let us know what you didn't like."", 'repliedAt': datetime.datetime(2023, 7, 6, 5, 14, 20), 'appVersion': None}",2023-07-06 00:34:49,Its too bad,1,Alrasi Alrasi,0,kids-math-games
"{'reviewId': 'c6bef435-52e6-4ea5-9614-69a0e32d1ed9', 'userName': 'Saruul Nyam', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJyPHrrTZmJPZGTD5nDvRG-OZqBXFU0aZo4Sq8LGxgCnFt5sQ=mo', 'content': 'I cant change my child.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2023, 2, 6, 3, 48, 32), 'replyContent': 'You can send email to app_support@rvappstudios.com. We will try to help you.', 'repliedAt': datetime.datetime(2023, 2, 7, 0, 35, 35), 'appVersion': None}",2023-02-06 03:48:32,I cant change my child.,5,Saruul Nyam,0,kids-math-games
"{'reviewId': '1dbbf690-a6d1-40ec-b53a-e7b8fd17eb77', 'userName': 'Mae Cahilog', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVgYoC-z0xM6ikuJzTGJ-XtmI-sP7VQV89hKHRoknuvPjqv_bc', 'content': 'MAX ADRIAN CAHILOG', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.2.7', 'at': datetime.datetime(2024, 5, 10, 22, 50, 1), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.2.7'}",2024-05-10 22:50:01,MAX ADRIAN CAHILOG,5,Mae Cahilog,0,kids-math-games
"{'reviewId': '9074ed80-0df7-4ee4-b130-fde650f5d8ff', 'userName': 'Sophie S', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKwMIdxsviPIk1M9q3RH9HpbGXAw780TEv4QyFPZxQoLAT_cg=mo', 'content': 'Becuse I get a gift', 'score': 4, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.1.4', 'at': datetime.datetime(2023, 3, 2, 23, 56, 27), 'replyContent': 'If you like the app do you mind rating it a 5 star? You gave it a 4 star so let us know if we can still improve something.', 'repliedAt': datetime.datetime(2023, 3, 6, 4, 47, 45), 'appVersion': '1.1.4'}",2023-03-02 23:56:27,Becuse I get a gift,4,Sophie S,0,kids-math-games
"{'reviewId': 'abcd4519-8b5d-450f-830d-77e6650f2f95', 'userName': 'Shankar Ommi', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKbjZFYqOQiM_m5gueygzfd2jWUo-QH-JTTCwSRsYXJF5H4gw=mo', 'content': 'Ahodre. Dajfahuts oooo paapaa Lohonikerimafkijd super duper tioa ll kite hcJgsn', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 3, 6, 4, 25, 57), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2024-03-06 04:25:57,Ahodre. Dajfahuts oooo paapaa Lohonikerimafkijd super duper tioa ll kite hcJgsn,5,Shankar Ommi,0,kids-math-games
"{'reviewId': '3eb0430f-47fa-4837-9377-f13abadf5c86', 'userName': 'Johnson Dewadas', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVELNw94rMuCh5naRqAGHv99GcVr1eNl2Fmz4cQwBcMjDEtTpo', 'content': 'Iovely math games', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 1, 25, 2, 25, 22), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2024-01-25 02:25:22,Iovely math games,5,Johnson Dewadas,0,kids-math-games
"{'reviewId': '7f16d64b-a051-4686-b8a3-8aece92bcd24', 'userName': 'Felicia Walters', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJTbeaepbM3XnAYgCmjLxCcnYj4M4njG0DHvO7BMJHyNfb-cw=mo', 'content': 'Learning for grade R', 'score': 4, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.1.4', 'at': datetime.datetime(2023, 3, 5, 8, 39, 25), 'replyContent': 'Why 4 star 😭, Let us know what you would like to see improved.', 'repliedAt': datetime.datetime(2023, 3, 9, 2, 12, 57), 'appVersion': '1.1.4'}",2023-03-05 08:39:25,Learning for grade R,4,Felicia Walters,0,kids-math-games
"{'reviewId': '6275ec54-db7d-4519-b739-94037bc38126', 'userName': 'Good news Kevin', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIuYYH8ygLwkKPm4goJiSAuTKP5x-709ct0w3zo5tD2SG-Vvg=mo', 'content': 'it is educational', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.1.9', 'at': datetime.datetime(2023, 8, 29, 11, 36, 16), 'replyContent': 'Thank you for your support and review 😀', 'repliedAt': datetime.datetime(2023, 9, 1, 0, 22, 32), 'appVersion': '1.1.9'}",2023-08-29 11:36:16,it is educational,5,Good news Kevin,0,kids-math-games
"{'reviewId': '9ab39412-e43c-48de-ba43-2b44f2c796fb', 'userName': 'Keratilwe Mpshe', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIZVi4F49LBtaZHS3AcXMtJNymwEL_kkykeQEuHLXx_-g8TSQ=mo', 'content': ""I think it's to isy"", 'score': 4, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.2.2', 'at': datetime.datetime(2023, 12, 8, 19, 1, 5), 'replyContent': 'Please share additional info by emailing us at app_support@rvappstudios.com. We would love to understand how else we can improve it 🙏', 'repliedAt': datetime.datetime(2023, 12, 12, 2, 38), 'appVersion': '1.2.2'}",2023-12-08 19:01:05,I think it's to isy,4,Keratilwe Mpshe,0,kids-math-games
"{'reviewId': 'f76822fa-45a7-4136-8d40-ae24b6c4ea13', 'userName': 'Fe Bahan', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUXRg3qCDaF_PuTY9L49IidaJqFFV0qFqPbyPz9VfJoPJpfw16U', 'content': 'Usefull..need of my baby', 'score': 5, 'thumbsUpCount': 6, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2021, 12, 7, 13, 22, 40), 'replyContent': 'Thank you for your support', 'repliedAt': datetime.datetime(2021, 12, 8, 5, 35, 46), 'appVersion': '1.0.3'}",2021-12-07 13:22:40,Usefull..need of my baby,5,Fe Bahan,0,kids-math-games
"{'reviewId': '46ced546-53c8-498d-93fc-58bd7d97a08e', 'userName': 'Alpesh Parmar', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVpc3RbdqD0K0485XgvhyOFmNbg0Ze4aGKKSqazliRwplAkHy8h', 'content': 'gujrati bhasha ma gujrati mulakshar rakhva vinanti atlo sudharo karo', 'score': 1, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.1.3', 'at': datetime.datetime(2022, 12, 22, 17, 27, 1), 'replyContent': 'તમે હોમ પેજ અથવા સેટિંગ સ્ક્રીનમાંથી તમારી ભાષામાં નંબરો પસંદ કરી શકો છો. કૃપા કરીને અમને app_support@rvappstudios.com પર ઇમેઇલ કરો. અમે રાજીખુશીથી તમને મદદ કરીશું.', 'repliedAt': datetime.datetime(2022, 12, 23, 1, 21, 40), 'appVersion': '1.1.3'}",2022-12-22 17:27:01,gujrati bhasha ma gujrati mulakshar rakhva vinanti atlo sudharo karo,1,Alpesh Parmar,0,kids-math-games
"{'reviewId': 'b7c12309-1782-4d09-afc6-13fb58288b3a', 'userName': 'Jean dianne Najera', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJSDBMHcckSTu6cBkllbiN7N5YPcFAQiZqgZSjFfu-TEfoOlQ=mo', 'content': 'I cant download', 'score': 1, 'thumbsUpCount': 18, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 11, 29, 17, 17, 14), 'replyContent': 'If you want to contact us at app_support@rvappstudios.com we’d be happy to assist you with downloading the app.', 'repliedAt': datetime.datetime(2021, 11, 30, 5, 46, 55), 'appVersion': None}",2021-11-29 17:17:14,I cant download,1,Jean dianne Najera,0,kids-math-games
"{'reviewId': 'c2c9ff14-f2f5-4fb3-bf47-0141662735f8', 'userName': 'MAHENDAR MAHENDAR', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocL9nlwIU9fWCiHzg3cN4u-HXMElnSy7FIdsrHm0Idud01lL1w=mo', 'content': 'They the same', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 1, 14, 0, 24, 56), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2022-01-14 00:24:56,They the same,5,MAHENDAR MAHENDAR,0,kids-math-games
"{'reviewId': '3a4ef26a-004d-4628-b832-1f08d2e157b0', 'userName': 'manjula manju', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJizeKU3S_UN5yMYnAjYhB3ag2eECFdL8pNgeVHLFC7yq_ULA=mo', 'content': 'Gvrb ft frd yum egg pack is b K op fd chi km cfdrhn', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.1.9', 'at': datetime.datetime(2023, 6, 9, 23, 42, 17), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.1.9'}",2023-06-09 23:42:17,Gvrb ft frd yum egg pack is b K op fd chi km cfdrhn,5,manjula manju,0,kids-math-games
"{'reviewId': '522966a5-ba80-4750-b4aa-e931f0dba507', 'userName': 'priya saha', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWtjTDgtQidhy-ZpWiCXF_d_LARZOFHVuW_xwc3fJhSm2gC-Bvr', 'content': '&+""_5-) v b🌹🌹🌹🌹🎂', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.1.4', 'at': datetime.datetime(2023, 4, 20, 5, 36, 19), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.1.4'}",2023-04-20 05:36:19,"&+""_5-) v b🌹🌹🌹🌹🎂",5,priya saha,0,kids-math-games
"{'reviewId': '12bd0aa5-0271-408c-903c-154967631332', 'userName': 'nini sann', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocK9s3cq0QlozACY432XnF2HYExydg2HhORwt8QHhpkHgGQUsw=mo', 'content': 'For My San', 'score': 4, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.2.2', 'at': datetime.datetime(2023, 11, 9, 17, 17, 54), 'replyContent': 'If you like the app do you mind rating it a 5 star? You gave it a 4 star so let us know if we can still improve something.\n', 'repliedAt': datetime.datetime(2023, 11, 25, 5, 29, 28), 'appVersion': '1.2.2'}",2023-11-09 17:17:54,For My San,4,nini sann,0,kids-math-games
"{'reviewId': 'e6497ddc-b5d3-4390-bae1-5627a6cf64be', 'userName': 'Rafiqul Islam', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWfur57KIp95CWm-nS8P4xeKtR4dGXPWDfV6FX8KYFwz-PWOe7p', 'content': 'Give me mathematics', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2022, 1, 12, 0, 24, 58), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.0.3'}",2022-01-12 00:24:58,Give me mathematics,5,Rafiqul Islam,0,kids-math-games
"{'reviewId': 'dc168dfc-95b9-43c3-9f8c-c90da95b2ce6', 'userName': 'Radha Krishnan', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIOcca57IS2CABTwvWjjlh31OGMwXgX32N_ocJO0j993QwMsQ=mo', 'content': 'Y unmoving p Ltd', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2022, 2, 6, 6, 20, 29), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.0.3'}",2022-02-06 06:20:29,Y unmoving p Ltd,5,Radha Krishnan,0,kids-math-games
"{'reviewId': 'a7d3cdba-a6ca-4861-b13b-c1526458bd45', 'userName': 'Yusrina Sajidah', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLAbmx8375zNXJ4cA46zhEoBVl3sIOGw0KxG9DLscFCnKuquA=mo', 'content': 'Ajmal and anis', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 4, 9, 6, 24, 57), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2022-04-09 06:24:57,Ajmal and anis,5,Yusrina Sajidah,0,kids-math-games
"{'reviewId': 'dcbc2a3d-1381-49b2-9836-e8c552a1f7d4', 'userName': 'Shiela Remigio', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI_DEOtHPds-1x5uppXn6O2rg5IER5mNsJsU9bGbCZ87O9GFQ=mo', 'content': 'Shiela marie m. Remigio', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2023, 11, 22, 4, 12, 53), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2023-11-22 04:12:53,Shiela marie m. Remigio,5,Shiela Remigio,0,kids-math-games
"{'reviewId': '757946f8-d739-4338-b275-9bf4363a979b', 'userName': 'Bertinie Pierre', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJepvK1786lcgVS3RPd5L1dZ315zDRBMhN8VsMPOn5QdqD_gw=mo', 'content': 'J rajjh Jac', 'score': 4, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 4, 15, 7, 41, 45), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2022-04-15 07:41:45,J rajjh Jac,4,Bertinie Pierre,0,kids-math-games
"{'reviewId': '8cb11cb0-0f0b-4d86-a768-bd1377dca09a', 'userName': 'Jeujazer Rangas', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLlass2oWUACYRKfUlWvaVdqqvmQmeJ-0HWc5Oz9kFdvfRiCg=mo', 'content': 'GDP lxvi Mario MVP Mary', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 3, 31, 21, 11, 21), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2022-03-31 21:11:21,GDP lxvi Mario MVP Mary,5,Jeujazer Rangas,0,kids-math-games
"{'reviewId': '210190be-3c84-4a54-9837-3acb0b9c7100', 'userName': 'Binod Jaiswal', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJ9d3z3zd8x87H7c6UNFCV9uaCT577NqLQ3-Nl_NRqyrUnM6Q=mo', 'content': 'V Good and Name Amit', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 2, 24, 1, 54, 25), 'replyContent': 'Thank you for your support.', 'repliedAt': datetime.datetime(2022, 2, 28, 2, 26, 24), 'appVersion': None}",2022-02-24 01:54:25,V Good and Name Amit,5,Binod Jaiswal,0,kids-math-games
"{'reviewId': '09c19b0b-8518-41d7-8c18-2e526bc580af', 'userName': 'Timo Ngula', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIChqqjZY6eCuSigsSAcqmDmYXT7l9uO6pQ86svnc_gRGAROw=mo', 'content': 'Zion Kidsm Kids matln mat', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 12, 14, 12, 48, 33), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2021-12-14 12:48:33,Zion Kidsm Kids matln mat,5,Timo Ngula,0,kids-math-games
"{'reviewId': 'd62b2cad-df8f-4e6c-aa5c-8cc3498cdd1d', 'userName': 'Munasar Choush', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLllkm2JUgEC9lz2VRNXUYDVGtZqsANKKiPx_sCfGuDR6TivA=mo', 'content': 'Nln bl v night on m', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 9, 1, 2, 40, 21), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2022-09-01 02:40:21,Nln bl v night on m,5,Munasar Choush,0,kids-math-games
"{'reviewId': '4a6d9771-8254-456c-bca0-75e3ec074065', 'userName': 'Erandaya Kumarasinghe', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI2YVBQ9EiEX110ewt-pQP8gaLpV1KqAKbv_PFOX5pcSy4iaA=mo', 'content': 'This is Good', 'score': 5, 'thumbsUpCount': 5, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 6, 20, 19, 53, 39), 'replyContent': 'Thank you. We are happy to know you like it. Please do check out our other games.', 'repliedAt': datetime.datetime(2021, 6, 21, 1, 2, 19), 'appVersion': None}",2021-06-20 19:53:39,This is Good,5,Erandaya Kumarasinghe,0,kids-math-games
"{'reviewId': '439dee8e-7736-4811-b0c9-a8188d63daba', 'userName': 'Ai Phuong Truong', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUe-L_x72C0uKnYY6SVoWeLndIM-NAtOaGGsJO3swp5J09WsEU', 'content': 'I love yours', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.2.8', 'at': datetime.datetime(2024, 4, 26, 10, 20, 55), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.2.8'}",2024-04-26 10:20:55,I love yours,5,Ai Phuong Truong,0,kids-math-games
"{'reviewId': '72cce048-c7ba-41c8-aacc-b81d4bc5e07d', 'userName': 'William Ofosu', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLJ4HO1sjmUwdNnzLhUpCmZ8QE2lVS3pzoZjjkjHmb95QzXEw=mo', 'content': 'my kids love this educational app thanks to you dave', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 8, 4, 21, 28, 40), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-08-04 21:28:40,my kids love this educational app thanks to you dave,5,William Ofosu,0,kids-math-games
"{'reviewId': 'deed45e1-a412-432b-87bf-a41bb0ae97a4', 'userName': 'kakadiya gaurav', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLPXBhPyjc0fUckH_GCMCRmkyNCMhEaKU7Kj2SL4_4qMso_fg=mo', 'content': 'Nice app for children and kids learning', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 11, 2, 4, 4, 51), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-11-02 04:04:51,Nice app for children and kids learning,5,kakadiya gaurav,0,kids-math-games
"{'reviewId': '8b181582-1c0b-4133-8770-5d07f0c18d8c', 'userName': 'Zinet Abdu', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKmDqlMu4zQXpUoJp_EYiGTCbyjQqujDm31FFoVftaC0l6X2A=mo', 'content': 'very nice tanks', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 11, 1, 12, 9, 32), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-11-01 12:09:32,very nice tanks,5,Zinet Abdu,0,kids-math-games
"{'reviewId': 'e0f343c8-aa64-41a6-8df9-e3850bf389de', 'userName': 'Willet Musanga', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWPlVuMDY5_tUGnZbAUISKEfBq73iwF-C8XC7VpA2LWFSL90Dg', 'content': 'so cool', 'score': 4, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 10, 14, 8, 37, 12), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-10-14 08:37:12,so cool,4,Willet Musanga,0,kids-math-games
"{'reviewId': '4a7ae464-4e05-4ef1-b906-18edeae0adab', 'userName': 'SREEREKA BASKARAN', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjV5vGxZPmJXZtlwEK80f1dcV4wP4WShKoCplAdfn-4oAjcY8-Cg', 'content': 'wonderful app', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 8, 23, 22, 49, 33), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-08-23 22:49:33,wonderful app,5,SREEREKA BASKARAN,0,kids-math-games
"{'reviewId': '7279f00b-60d0-4f18-b86f-c1edf5108f1e', 'userName': 'Rajbir Gurjar', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUOIxmDQkb2H3p5b8x2eK76t-zMXgi2mWlvuRLIv4pNUtMVZajZ', 'content': 'Good 😊', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 7, 24, 22, 13, 11), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-07-24 22:13:11,Good 😊,5,Rajbir Gurjar,0,kids-math-games
"{'reviewId': '3207751c-f0eb-4724-8ba8-57f9f0f1d86d', 'userName': 'Nnawuihe Egbujor', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJ5YjRFNrCrk_CMtsli9Px_1OPKwVzGRm1yFFjzAM86sVs-zQ=mo', 'content': 'educating', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 9, 5, 2, 43, 40), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-09-05 02:43:40,educating,5,Nnawuihe Egbujor,0,kids-math-games
"{'reviewId': '8d119d19-e442-4b66-8a79-54562cac4a0f', 'userName': 'Funke Salami', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjX06sILAbD5CeUdaJW2SN9Bz7Zya51UdtChFqHJlBYqkLboA2Q', 'content': 'I love it', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 11, 2, 7, 6, 29), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-11-02 07:06:29,I love it,5,Funke Salami,0,kids-math-games
"{'reviewId': 'c3459fa8-581a-4294-886f-d6aa63732878', 'userName': 'Sandra Ivie', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLpCahftYgtdQouHFjeX-4W0NJimFOZnrkLOyKWwlOo9LgXAw=mo', 'content': 'Excellent', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 10, 23, 1, 24, 15), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-10-23 01:24:15,Excellent,5,Sandra Ivie,0,kids-math-games
