developerResponse,date,review,score,userName
"{'reviewId': '77ebbb2f-40c5-4c8b-a0f9-fac46c41e42d', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'My son and I love this. Educative and fun!', 'score': 5, 'thumbsUpCount': 22, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2016, 3, 23, 22, 57, 31), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2016-03-23 22:57:31,My son and I love this. Educative and fun!,5,A Google user
"{'reviewId': '7d8fee81-c846-4533-925e-e955b77d2e18', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'very good app. 5 stars', 'score': 5, 'thumbsUpCount': 14, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2015, 3, 7, 3, 29, 27), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2015-03-07 03:29:27,very good app. 5 stars,5,A Google user
"{'reviewId': '4d16eafa-a3ef-44b6-b242-0ce32062b321', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Great for kids to learn', 'score': 4, 'thumbsUpCount': 3, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2017, 7, 26, 22, 37, 27), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2017-07-26 22:37:27,Great for kids to learn,4,A Google user
"{'reviewId': 'affd1f02-2432-41cc-886f-7b6b2eec97d2', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Very useful ...gud', 'score': 4, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2014, 9, 26, 13, 42, 58), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2014-09-26 13:42:58,Very useful ...gud,4,A Google user
"{'reviewId': '478553f5-fa42-47c8-949a-cd617e8d577f', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Verry nice application', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2013, 11, 28, 16, 39, 53), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2013-11-28 16:39:53,Verry nice application,5,A Google user
"{'reviewId': '06253ba5-0d9a-4875-b97d-edfbe8b4109d', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I liked it...good', 'score': 4, 'thumbsUpCount': 10, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2014, 8, 30, 7, 58, 19), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2014-08-30 07:58:19,I liked it...good,4,A Google user
"{'reviewId': 'c99c8db8-d12b-48d6-b6d1-7a5aa927be8e', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Thank You for such an excellent App', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2017, 12, 3, 6, 5, 55), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2017-12-03 06:05:55,Thank You for such an excellent App,5,A Google user
"{'reviewId': '5a5cc142-010f-42c3-8151-45b3b48714ab', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Nice learning application', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2017, 10, 18, 10, 6, 32), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2017-10-18 10:06:32,Nice learning application,5,A Google user
"{'reviewId': 'd1327ee0-cc6b-4fb3-8184-e204c3313e1c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Great app', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2018, 4, 25, 5, 35, 49), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2018-04-25 05:35:49,Great app,5,A Google user
"{'reviewId': 'a75adc52-85cb-491b-9418-c0800fbb37d7', 'userName': 'Brenda Doiron', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKXNU08vOw9HlbL2cLD3h9W0FxvPVgI50g48sbYUe7FGs5qrQ=mo', 'content': 'Wow cool', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2022, 11, 10, 15, 18, 31), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2022-11-10 15:18:31,Wow cool,5,Brenda Doiron
"{'reviewId': 'c2f09f56-cd4a-44cf-b7b5-cc60b83650d7', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Simple and reliable', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2018, 2, 22, 13, 12, 6), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2018-02-22 13:12:06,Simple and reliable,5,A Google user
"{'reviewId': '74e85175-287c-4931-8829-e38ea871dc47', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Good', 'score': 5, 'thumbsUpCount': 10, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2014, 8, 17, 19, 27, 27), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2014-08-17 19:27:27,Good,5,A Google user
"{'reviewId': '1bb14b3f-c332-49b2-a775-ef949f048162', 'userName': 'semsem osama', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUwvFPvcFWpPAvaizrkJFkTPmZI633GBJXUAPzjsnfQvVN-eOY', 'content': 'Good', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2020, 9, 22, 4, 41, 8), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2020-09-22 04:41:08,Good,5,semsem osama
"{'reviewId': '65faa479-b2d0-49f6-a3ee-02afda9f7915', 'userName': 'isaac ohene', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIim3TJqlxTblcJadNtYU3lnb7pUmntmVOhT5eOPhfEj2YdAQ=mo', 'content': 'Good', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2021, 4, 24, 13, 13, 49), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2021-04-24 13:13:49,Good,5,isaac ohene
"{'reviewId': '5db8b544-e03d-42f7-ab81-12b21c0f3547', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""My child love's this"", 'score': 5, 'thumbsUpCount': 6, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2014, 6, 22, 3, 32, 59), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2014-06-22 03:32:59,My child love's this,5,A Google user
"{'reviewId': '8cb90960-95ad-42b2-8b03-866b9b7cb2d2', 'userName': 'Jessa Bell', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWEgF6efRfU4-wZSebQUBv_tum-NmveffdbyfagMHS1SFylXqD2', 'content': 'verrygood', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2022, 9, 14, 2, 19, 30), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2022-09-14 02:19:30,verrygood,5,Jessa Bell
"{'reviewId': 'f76ebf25-c930-4921-8f36-87077d801642', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': None, 'score': 3, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.4', 'at': datetime.datetime(2014, 3, 15, 4, 35, 42), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.4'}",2014-03-15 04:35:42,,3,A Google user
"{'reviewId': '6d55b9c6-35c6-480e-bc7c-43de32e3c726', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'my 3yr old son has been playing this app for about 4months and I think its great.... he will point at letters on signs and say the sound', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3', 'at': datetime.datetime(2013, 3, 5, 19, 55, 44), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3'}",2013-03-05 19:55:44,my 3yr old son has been playing this app for about 4months and I think its great.... he will point at letters on signs and say the sound,5,A Google user
"{'reviewId': '97db5872-3795-40b7-9477-03be7f0f0c18', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Free version only has a few words but enough to see how well it works with your child', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': '1.3', 'at': datetime.datetime(2013, 5, 5, 9, 48, 54), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3'}",2013-05-05 09:48:54,Free version only has a few words but enough to see how well it works with your child,5,A Google user
"{'reviewId': '2c5fee9b-3b51-4b8e-bcf2-186f6ff4e936', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""My son really struggles with reading. This app is great for getting him to put together the sounds & letters to make the words. The issue I have is the cursor pictures that pop up after the word is done. My son would rather play with those, swooshing the stars, balls & flowers than actually doing the words that get him to those. Also, I understand this version is free & you really want people to buy the full, but it would be great if you'd offer more than just 6 words."", 'score': 3, 'thumbsUpCount': 4, 'reviewCreatedVersion': '1.1', 'at': datetime.datetime(2012, 8, 18, 10, 10, 22), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.1'}",2012-08-18 10:10:22,"My son really struggles with reading. This app is great for getting him to put together the sounds & letters to make the words. The issue I have is the cursor pictures that pop up after the word is done. My son would rather play with those, swooshing the stars, balls & flowers than actually doing the words that get him to those. Also, I understand this version is free & you really want people to buy the full, but it would be great if you'd offer more than just 6 words.",3,A Google user
"{'reviewId': '122edc3e-cdd4-46af-a6e0-125393070e05', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Really cool!', 'score': 4, 'thumbsUpCount': 5, 'reviewCreatedVersion': '1.1', 'at': datetime.datetime(2012, 5, 28, 7, 58, 53), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.1'}",2012-05-28 07:58:53,Really cool!,4,A Google user
"{'reviewId': 'd93ca745-ccf7-4b35-a39d-805e35542cae', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'You need 2 buy the full version for it to be useful', 'score': 1, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2016, 12, 23, 21, 28, 28), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2016-12-23 21:28:28,You need 2 buy the full version for it to be useful,1,A Google user
"{'reviewId': 'e31937ec-be63-4373-a64f-02c9479e7005', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Ever since I used this I write three years above my grade level!!!!!!!', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2012, 6, 25, 17, 6, 31), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2012-06-25 17:06:31,Ever since I used this I write three years above my grade level!!!!!!!,5,A Google user
"{'reviewId': '8fc569ff-ead3-4711-b34c-5680fbf75a07', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Great app.', 'score': 3, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2018, 8, 6, 2, 29, 44), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2018-08-06 02:29:44,Great app.,3,A Google user
"{'reviewId': 'dd8ab105-4a01-4c95-9e25-a940920be1b4', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Love the paid one', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2014, 3, 21, 15, 23, 1), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2014-03-21 15:23:01,Love the paid one,5,A Google user
"{'reviewId': '630c9d4d-7a3c-4c0d-8fdb-5e7651b06ad6', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I loved it so much', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2017, 2, 3, 12, 38, 47), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2017-02-03 12:38:47,I loved it so much,5,A Google user
"{'reviewId': '58bd8e61-2c77-4fc4-8487-0b9f73312e58', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'So good', 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2014, 10, 12, 17, 50, 37), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2014-10-12 17:50:37,So good,1,A Google user
"{'reviewId': 'a1225c3d-3038-4c03-9b1e-1a62e00e7142', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Good app', 'score': 4, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2016, 3, 22, 11, 33, 8), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2016-03-22 11:33:08,Good app,4,A Google user
"{'reviewId': 'cb1066e2-87d1-4946-9b21-a642b6b32722', 'userName': 'MinecraftLoving 14', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUSqvZ1kcXtEDdJO5E-OI9QL7y5kzSobV8hqd9EKFpdxeokjjdF0g', 'content': '⭐⭐⭐⭐⭐ I damn pooped on my pants', 'score': 1, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 7, 15, 14, 21, 14), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2021-07-15 14:21:14,⭐⭐⭐⭐⭐ I damn pooped on my pants,1,MinecraftLoving 14
"{'reviewId': 'fe9df90d-a8c1-4225-b148-4c01ed37422c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Cool app.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2018, 1, 3, 1, 46, 24), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2018-01-03 01:46:24,Cool app.,5,A Google user
"{'reviewId': '73a9c66b-b6ea-4662-b1cb-d90d7234c459', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Nice', 'score': 4, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2017, 8, 19, 7, 19, 9), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2017-08-19 07:19:09,Nice,4,A Google user
"{'reviewId': '1c73d38f-6cf2-4b2f-a6a8-2bc8fedb93af', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Good', 'score': 4, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2015, 8, 11, 7, 18, 13), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2015-08-11 07:18:13,Good,4,A Google user
"{'reviewId': '2da2bc3e-eb5d-4e2c-bea9-4231c906574d', 'userName': 'Shade Elizabeth', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLnBcHNHjHJGrDMpAcolzBGx8DSpAKQH3gXimcUAWjlYuJ0ig=mo', 'content': 'Good', 'score': 2, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 2, 23, 6, 46, 58), 'replyContent': ""Hi,\nHappy to hear that you find the app good :)\nPlease let us know the reason behind this low rating at support@lescapadou.com. We'd be happy to improve our app based on your suggestions.\nThanks!"", 'repliedAt': datetime.datetime(2021, 2, 23, 8, 59, 33), 'appVersion': None}",2021-02-23 06:46:58,Good,2,Shade Elizabeth
"{'reviewId': 'e1a72847-4887-44a7-9a12-4ba351696dab', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I love ABCs', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2017, 3, 5, 17, 12, 57), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2017-03-05 17:12:57,I love ABCs,5,A Google user
"{'reviewId': '49092596-a049-4d3f-b94b-238c2f3b4e84', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Great app', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 4, 20, 17, 26, 9), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-04-20 17:26:09,Great app,5,A Google user
"{'reviewId': '8021e446-3c1c-4886-a275-bcd84e0e3f16', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'excellent', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2012, 11, 6, 13, 48, 31), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2012-11-06 13:48:31,excellent,5,A Google user
"{'reviewId': '02ecafb2-57c1-475f-a682-59450918d67b', 'userName': 'malkari madhu', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKEAmZByNNjJLhiN8Pfcv-zrAAfuRnIfunLg1E42uVtMP-3TQ=mo', 'content': 'Very good', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 10, 29, 23, 52, 22), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-10-29 23:52:22,Very good,5,malkari madhu
"{'reviewId': 'a223a436-1ce8-47d2-956e-53be3d47394a', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Good', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 9, 26, 22, 46, 29), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-09-26 22:46:29,Good,5,A Google user
"{'reviewId': 'c7a3e550-e84f-4674-b364-5db12e23fd42', 'userName': 'Essariz 1', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKkpoY4YDNOhPYleWF8cOd5sYdphIh3c3sUSKz0OLV3TiJBVA=mo', 'content': 'Good', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 8, 26, 6, 11, 10), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2024-08-26 06:11:10,Good,5,Essariz 1
"{'reviewId': '22a28374-bbe5-437f-91f8-b8ef8957781d', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'good', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2017, 10, 15, 23, 5, 56), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2017-10-15 23:05:56,good,5,A Google user
"{'reviewId': '5d6e5b65-2f1a-479d-a2c9-30d3487428ec', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Nice', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2013, 3, 2, 8, 5, 19), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2013-03-02 08:05:19,Nice,5,A Google user
"{'reviewId': 'b36d5a14-abeb-42e6-b7bc-e751e4e917eb', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'great', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2017, 3, 24, 2, 10, 6), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2017-03-24 02:10:06,great,5,A Google user
"{'reviewId': '65b809f5-7c5c-4e73-a02b-c9423d9bb50a', 'userName': 'nsochi njoku', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXu7rIYWKxCV12TUtgGO7j9IqksX8RRdLN5EvLJhv9YOllSzAcC', 'content': 'Good', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 10, 23, 8, 50, 48), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-10-23 08:50:48,Good,5,nsochi njoku
"{'reviewId': '05bca17e-fe41-4e65-ab77-28906f8383b6', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Wow', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2016, 9, 17, 7, 51, 56), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2016-09-17 07:51:56,Wow,5,A Google user
"{'reviewId': 'e062a1e0-8602-40ad-88a0-f859de00600c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Like.my kid', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2013, 7, 3, 22, 9, 1), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2013-07-03 22:09:01,Like.my kid,5,A Google user
"{'reviewId': 'c9946155-07f7-4b71-b4d9-3b0511480c30', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Gud for my kids', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2016, 6, 8, 23, 48, 7), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2016-06-08 23:48:07,Gud for my kids,5,A Google user
"{'reviewId': 'f720f152-931a-494c-a9f9-cb4cbb97ea89', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Words', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2015, 12, 20, 21, 40, 29), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2015-12-20 21:40:29,Words,5,A Google user
