date,review,rating,isEdited,title,userName,developerResponse
2020-04-20 16:58:56,Please allow family sharing for our children’s iPad like other apps,2,False,Great app but ..won’t allow family sharing for my kids iPad,dadd$*&@,"{'id': 14867893, 'body': ""Hello and thank you for your message, Apple doesn't allow family sharing but our system does so please contact us on support@edokiacademy.com so we can explain how to install the app on multiple devices."", 'modified': '2020-04-23T15:28:21Z'}"
2023-03-16 13:41:03,We were excited about this app for our daughter and then noticed they wanted to show her about Chinese…. Not acceptable and should be let known about it!!,1,False,Chinese really???,Gus' Mac,"{'id': 35505917, 'body': 'Hello, learning Mandarin is one of the many activities offered in our app but it can be switched off in the app settings. Contact support@edokiacademy.com for more information on how to do it.', 'modified': '2023-03-21T13:51:38Z'}"
2020-03-31 15:21:57,"This didn’t have a price on it but when I clicked to download it, it said it was processing payment. How can you do that? I don’t even know how much it just cost me 😡",1,False,They charge you without telling you,Caseyweezer,"{'id': 14993704, 'body': 'Hello, we are very sorry to hear that. Every user is entitled to a free trial week so if this was your first time you definitely should not have been charged by Apple straight away. Please contact us on support@edokiacademy.com and ask for Valérie.', 'modified': '2020-04-29T13:17:16Z'}"
2020-11-10 09:51:23,Amazing app! Montessori preschool is the best you can do for your child.,5,False,Best one,MiaNatalie2,
2020-01-09 16:39:43,I didn’t realize that this was such an expensive app. It charged the full amount for a year and will not refund even though my daughter does not like the app.,1,False,Won’t let me refund,MackG13,"{'id': 12852106, 'body': ""Hello, we're sorry to hear that your daughter doesn't like the app. When you start the free trial, the pop-up you agree to specifies the amount and the date at which it will be billed if you don't cancel. Please contact us (referencing this message) at support@edokiacademy.com for more support."", 'modified': '2020-01-10T22:41:38Z'}"
2020-03-22 02:25:33,The stupidest thing some one could ever think of you have to pay for everything and people think it is the best app ever it’s not o and it’s not worth the price there’s other learning apps don’t download this app,1,False,DUMB,dulceneenee,"{'id': 14196988, 'body': ""Hello, we're sorry you feel that way. We are professional educators, if you have any questions please don't hesitate to contact us on support@edokiacademy.com."", 'modified': '2020-03-23T19:52:27Z'}"
2021-04-10 09:34:20,Every day it says “Full download in progress” and we have to wait a LONG time.  This is terrible.  Fix this bug!,1,False,Download in progress,MarkisLandis,"{'id': 22171683, 'body': 'Hello please contact us on support@edokiacademy.com, we can help', 'modified': '2021-04-11T16:15:07Z'}"
2020-01-04 22:41:29,paying but keeps asking me to pay despite lots of troubleshooting. Almost great but it’s frustrating my child that they can’t use it.,1,False,"Broken app,",JustInTime2C,"{'id': 13101359, 'body': 'Hello, are you still encountering issues? Did you contact us? (please reference this message)', 'modified': '2020-01-24T14:17:12Z'}"
2020-05-15 00:00:54,"You have to enter an email address for the free trial, which would be fine except then it forces you to set up payment before you can start the “free” trial. Scam",1,False,False advertising,BeAware8426,"{'id': 15340474, 'body': 'Hello, Our app offers 10 completely free games straight from download for you to get a first taste.  If you want to try the full content, you need to start a subscription but the first 7 days are free and as long as you unsubscribe at least 24 hours before the end of this period, you will not get charged.', 'modified': '2020-05-15T12:01:39Z'}"
2020-05-30 13:04:00,"My kid loved this app I paid the 64 a year and out of the sudden I can’t access again it says I have to subscribe again it’s ridiculous,,,,,",1,False,Paid the 64  and now I can’t access,marina cf,"{'id': 15671688, 'body': 'Hello, please contact us to support@edokiacademy.com we will help you to understand what is going on.', 'modified': '2020-05-30T23:25:55Z'}"
2024-05-30 16:39:38,I thought this was free and then possibly in app purchases but it’s a subscription. I don’t like being misled,1,False,Says in app purchases not true,Triadduchess,"{'id': 45644034, 'body': 'Hello, Our app offers 10 completely free games straight from download for you to get a first taste.  If you want to try the full content, you need to start a subscription but the first 7 days are free and as long as you unsubscribe at least 24 hours before the end of this period, you will not get charged anything. Most apps work the same way. ', 'modified': '2024-07-31T06:29:28Z'}"
2023-06-21 12:02:38,You have to buy a membership to play it all,1,False,It’s annoying,Zebra 17490,"{'id': 37355301, 'body': ""Hello, we're sorry that that makes you unhappy but the stars are designed to rate the content, not the fact that the app is free/paid. We do not want to expose children to advertising so we have to sell the app to pay our wonderful staff."", 'modified': '2023-06-27T09:39:24Z'}"
2020-08-21 19:27:24,"Please cancel the subscription.
I didn’t want the membership, since I’m not with my grandsons all the time.
I just wanted to try the free option while I was with them.
NMA",1,False,Cancel,Ashtaad,"{'id': 17442283, 'body': 'Hello, please contact us at support@edokiacademy.com we will help you cancel the subscription. ', 'modified': '2020-08-23T13:03:41Z'}"
2023-06-25 13:04:10,"I don’t want to subscribe it when it’s expired

But one day, I suddenly noticed it’s renewed the subscription and there is nowhere to report that I don’t want to subscribe .

In the App Store, it also shows that I have no subscription 

What’s wrong with this app?? Crazy about money!!??",1,False,I don’t want to subscribe it when it’s expired,littledaisylee,"{'id': 37355134, 'body': ""Hello, this doesn't sound right, please contact our team on support@edokiacademy.com, they will help you."", 'modified': '2023-06-27T09:30:23Z'}"
2020-03-28 19:18:23,My daughter hated this and  I canceled a day late after my free week so I expected to get charged for a month but it charged me for 2 months!!!!!,1,False,Charged twice when trial ended,yuikhkj1234799,"{'id': 14317355, 'body': 'Hello, if you were on a monthly plan, Apple should only have been charged you for one month. Please contact us on support@edokiacademy.com so we can help.', 'modified': '2020-03-30T01:12:27Z'}"
2019-12-25 23:59:41,App would freeze and crash on ipad all the time and the customer support is not helpful in resolving the issue.,1,False,Buggy app,BezawadaRowdy,"{'id': 12750619, 'body': ""Hello, we're sorry to hear that customer support could not help you resolve your issue. Please send another email to support@edokiacademy.com referencing this message and we will assist you by phone. "", 'modified': '2020-01-06T15:25:55Z'}"
2022-12-26 01:01:44,It’s just a rip off from abc mouse but it’s a good game for 2-4,3,False,Rip-off,U$338,"{'id': 34230672, 'body': ""Hello, we're sorry to hear that you think we are a rip off, our team works hard to produce high-quality educational content. If you would like to share more feedback, please contact us on support@edokiacademy.com"", 'modified': '2023-01-11T17:42:07Z'}"
2020-05-12 18:59:09,this app has been a lifesaver during the COVID-19 quarantine. My littleone loves it. Tons of good material for preschoolers.,3,False,Totally worth it!,KEROPIANA,
2023-04-28 00:44:16,This is olive!    Check it out,5,False,Preschool 391% Fun,z42df,
2021-08-19 15:33:01,It is not there how you have to Subscribe just to play Funner games why really fun ones? 2 Stars right answer,2,False,NOT FAIR JUST FOR A SUBSCRIBE,Sohrab2013,"{'id': 25215076, 'body': ""Hello, our app offers 300+ educational games which should all be fun but if you don't like them all, you can contact us on support@edokiacademy.com"", 'modified': '2021-09-20T19:17:45Z'}"
2020-08-14 22:29:10,App is free to download but not free to use!,3,False,Can’t even rate it right,Ninaninazsdrf,"{'id': 17327400, 'body': ""Hello, our app is a subscription service with a ton of educational content, we offer 10 free games + a 7-day trial during which you don't get charged. For more information, please contact us on support@edokiacademy.com"", 'modified': '2020-08-17T13:00:34Z'}"
2020-07-03 21:06:46,"Before I downloaded the app, I was promised a free trial. I received a charge today for $60 for a year subscription. Feeling the app offered a free trial and did not intend to honor the offer.",1,False,APP Free Trial?,"A, Underwood","{'id': 16403770, 'body': ""Hello, our app is a subscription service with a ton of educational content, we offer 10 free games + a 7-day trial during which you don't get charged. For more information, please contact us on support@edokiacademy.com"", 'modified': '2020-07-05T00:07:18Z'}"
2024-07-29 19:56:13,First “game” I selected to check it out taught me that a syringe and a bottle of pills will put you to sleep.,1,False,Content,S….85,
2024-03-11 07:24:53,Opened it and tried a game. Sad to say the game is definitely not Montessori-based. Had a giant’s foot appear and a dragon. What the….?!,1,False,Not Montessori,MB6914,"{'id': 42718672, 'body': 'Hello, in the math section you will find Montessori spindles, number bars, sandpaper numbers, golden beads... but we also added games to reinforce and generalize the concepts, as we would do in a classroom. Our team is more than happy to discuss further: support@edokiacademy.com.', 'modified': '2024-03-20T20:05:05Z'}"
2023-04-03 11:21:43,It is really bad bc I can’t play if I don’t have a subscription! I hate this app,1,False,Bad!,vufnsjd. jn!;$: djc skwkc,"{'id': 35909558, 'body': 'Hello, our app offers 10 completely free games straight from download for you to get a first taste.  If you want to try the full content, you need to start a subscription but the first 7 days are free and as long as you unsubscribe at least 24 hours before the end of this period, you will not get charged anything.', 'modified': '2023-04-12T08:32:06Z'}"
2024-06-11 14:24:59,so i love this game even tho im ninebut im not here fir learnign im here in this app for fun,5,False,very fun even for nine year old,real deal but not enof,
2020-04-24 17:13:35,This is click bait. It’s very unusable as a free app and is crazy expensive for content you can get free elsewhere.,1,False,"Not free at all, don’t dl",slumgxd,"{'id': 14993457, 'body': 'Hello, our app offers high-quality educational content and it allows you to try free for 7 days. We’re sorry that you find it expensive, please contact Valerie on support@edokiacademy.com. ', 'modified': '2020-04-29T13:07:24Z'}"
2023-06-25 18:44:54,I need to sign up but I don’t have Any Money…,1,False,Don’t like,Jojobluestar,"{'id': 37355094, 'body': ""Hello, we're sorry to hear that but the stars are designed to rate the content and from what we understand you don't believe that our content is worth only one star."", 'modified': '2023-06-27T09:28:49Z'}"
2020-11-14 04:28:52,It’s amazing,4,False,It’s good,FLOWERPOWER2929,
2020-11-10 09:57:39,The best app in this space.,5,False,Wow!,GraceAva21,
2020-05-24 21:50:30,"there in school its teacher the child to take alot of medication.
i dont understand how this has anything to do with pre scool this app should be banned dont get it.",1,False,do not download this app for children,0625625,"{'id': 15554595, 'body': 'Hello, we are sorry that you do not like the everyday life part on our app. If you want to, you can contact us to support@edokiacademy.com we will give you more information about the learning activities. ', 'modified': '2020-05-26T00:02:32Z'}"
2023-06-09 14:40:57,Great,5,False,Great,rroottyyuu,
2021-03-02 05:30:30,MY LIL BRO DRAWS AND LEARNS SOOO FAST ON IT DOWNLOAD TODAY,5,False,Wow just wow,Deku is broccoli,
2023-08-25 20:31:15,"He tratado de comunicarme con costumer service desde la aplicación en mis dos aparatos y en ningúno puede abrir el servicio. 
Necesito ayuda y no hay ningún lugar donde poder obtenerla .",2,False,Costumer service,rachdavila,"{'id': 38787177, 'body': 'Hola: Por favor verifique si tiene la versión más reciente de la app. Había un bug que no permitía enviar mensajes desde la app, pero ya ha sido reparado. Sino, puede escribir directamente en todo momento a nuestro servicio al cliente support@edokiacademy.com. Siempre recibirá una respuesta. ¡Gracias!', 'modified': '2023-09-07T20:22:30Z'}"
2023-06-23 09:50:20,Mis pequeños de 2 y 4 años realmente se entretienen y aprenden!,5,False,Es excelente,Luciana_salina,
2023-04-01 12:47:24,"Un immense boulot mis dans cet app et ça se voit. Toutefois la version pour iPad est plein loin d’offrir une expérience agréable en tout cas dans la version que nous avons. Le chargement de l’app et de chaque activité est très long. Ensuite seul quelques activités s’ouvrent sans problème pour le principale math et apprendre à lire je suis éjectée systématiquement. Cela dis sur iPhone pas de soucis mais alors cets bien trop petit comme format pour 3 ans. Ensuite sur les activités en elle même, certaine sont intéressante mais j’imagine que c’est normal, d’autre trop facile car trop d’aides comme pour la dictée muette. Avec montessori il faut l’occasion de se tromper et de s’autoriser corriger si lapp corrige à la place de l’enfant, il apprend rien",3,False,Peut mieux faire,clo97111,"{'id': 35909646, 'body': 'Hello and thank you for your feedback , we are sorry to hear that your encounter some issues with the new version of the app on ios. Please contact us at support@edokiacademy.com we might be able to help. ', 'modified': '2023-04-12T08:34:43Z'}"
2022-10-01 10:32:51,ayuda mucho a mi hijo.,5,False,exelente,Lizy182209,
2022-08-02 00:24:01,Nunca la pudimos utilizar. La app se quedaba guindada. Acabo de cancelar suscripción no la pude usar ni una sola vez,1,False,Terrible,rghudc,"{'id': 31259941, 'body': 'Hola: Sentimos que le haya pasado eso. Por favor escríbanos a support@edokiacademy.com para saber qué es lo que pasó. Gracias', 'modified': '2022-08-03T14:59:01Z'}"
2021-07-06 23:35:50,QUE TONTO ESTE JUEGO,1,False,Usjdm,thhdhcnd,"{'id': 24073761, 'body': '¡Hola!\r\n¿Podría escribirnos por favor a support@edokiacademy.com. Nos gustaría mucho saber la razón de su opinión para saber cómo podemos mejorar. Gracias.', 'modified': '2021-07-22T14:32:11Z'}"
2024-11-18 21:34:29,"Go

Now
Am
An
Aka
And
Xjwpq",5,False,Hjjujfvn,supporter556622,
2023-04-02 23:49:30,i used to go to this school and now i know a lot of things i’m now 8 and I WISH I WAS YOUNGER AGAIN THIS APP WAS SOO FUN- anyway thanks for this game and i really appreciate it so i was wondering if you could make one for 2 and older cuz my little brother wants a learning game for ages 2 so i’m giving this game a 10/100000! but i cant but in my heart i can😚 BYE MWAH🤪,5,False,3>,myuoule,
2023-02-03 21:38:44,"I’ve subscribed and downloaded and redownloaded several times. My kids love this game and play it on an iPad and iPhone, but no matter what we do it keeps getting stuck on a loading screen with just the sky and clouds on the screen. We can hear the game if we tap on the screen and it makes me put in my birth year if I tap the blank corners where the buttons should be but it shows nothing but that cloud loading screen. We keep having to close it out completely and re-open it, but it happens every single time they play this game. They get so frustrated and just want to play the game. I’ve emailed about it and was told it’s odd to have this problem and it hasn’t been reported before. Well I reported it and it hasn’t been fixed. I was told this game is “broken” when I asked if they could fix the bug. We were waiting for the update to come out in January but it didn’t fix that problem. I’m tired of paying for a game that doesn’t work properly. Please, please fix this bug since this is actually a great app. I’ve tried everything from unsubscribing, deleting the app, hard reboots of the devices and updates. Nothing works so it must be an issue with the code.",3,False,Bug issues,Starvingartists88,"{'id': 34779581, 'body': 'Hello, We are sorry about that. The last time we spoke you tell us that the app was working on the iphone after the last update. Please contact us again on support@edokiacademy.com so we can see with our engineers and have more details about the device used. Thank you. ', 'modified': '2023-02-09T17:53:26Z'}"
2020-10-13 16:10:15,"I downloaded this app because i saw it on Instagram w a discount code.  Well there is nowhere to enter the discount code.  So it was a hoax for us to come get the app.  I just want my money back.  Thanks.

UPDATE: 
So I requested a refund from Apple. I got the refund. The very next day, I was charge for the app again. So now I am disputing with Apple for being charged again. I don’t understand why I was charged again.",1,False,Discount code,YayaBella1113,"{'id': 18625999, 'body': 'Hello, could you please send us an email on support@edokiacademy.com. Also, did you know that the annual subscription always comes with a 30% discount?', 'modified': '2020-10-21T20:18:19Z'}"
2019-12-23 12:36:42,The performance of the app is very good. So far I have found no issues with it.This is one app that you cannot ignore. Quite impressive.,5,False,Satisfied,skiles.dahlia,
