date,developerResponse,review,rating,isEdited,title,userName
2020-06-29 18:31:17,"{'id': 16366679, 'body': 'Glad to hear that Khan Academy Kids is able to help! Thanks for taking the time to leave a review, we appreciate the support!', 'modified': '2020-07-02T16:36:29Z'}","I downloaded this app to be used for both my 5 and 7 - year old children. I appreciate that Khan Academy Kids has options for ages up to 7+. It’s been a life saver for me as I’m sometimes a bit too overwhelmed with a set of triplets to give good, fun, and educating time with my older children. Having this app for them ensures that I’m able to get them daily learning time even though I cannot actively be a part of it everyday. It’s fun, easy to use, and has already expanded my children’s learning abilities. Thanks so much for creating this app!",5,False,Happy about this app!,Kiltyne
2021-04-24 12:32:35,,"I am using this app to enhance the learning experience for my 4 yr old grandson.  I usually am with him while he works on the activities, however at times when I need to help his first grade brother, he is able to maneuver through the activities, stays engaged and enjoys working both independently and with my company.  I like the way the activities flow from math to literacy to reading without having to go back to a menu and pick.  I also like that it involves multi sensory input.  And all of this for FREE!",5,False,Love this app!,EllenBH
2020-09-03 20:11:07,,"During this pandemic I know that our little ones can get off track while sitting at a table so I downloaded this app after hearing about for years at first, I wasn’t too sure about it but now I use it for after school with the kids so they can go over things that they did in class and can pay attention the next day. The fact that this app is 100% free just blows my mind thank you guys so much for creating an app that is easy to use and access even offline. - A very happy user",5,False,Great for After School Review,Princess Rainbow Farts
2021-10-30 04:41:57,"{'id': 26015662, 'body': ""Thank you for your review! We're glad to hear that your granddaughter is making so much progress with phonics. If you have any suggestions or questions about the lessons in the app, please contact us at khankids@khanacademy.org so our team can review your comments. Thanks!"", 'modified': '2021-11-01T16:22:21Z'}","My grand daughter is 4 years old. We were having a slow go at teaching her phonics. I put this app on an iPad and within 2 days she was completely maneuvering through the app on her own. She loves the drawing ""create"" section. After 2 weeks she can sound out short words  and even spotted a couple errors where an object was incorrectly named. I've always been a fan of Khan Academy. My daughter is attending college and she uses Khan Academy to fill in the gaps in the teaching of her more technical classes. Good work.",5,False,Great App,Unchbo
2021-02-22 15:59:18,"{'id': 21270001, 'body': ""We're big Simple Songs fans, too! Thanks very much for your rating and review! "", 'modified': '2021-02-24T16:25:34Z'}","This app is so great for my 3 year old son. This app actually holds his attention and not much does-nothing hold his attention longer than maybe 5 mins nor can he sit still for longer than 5 mins. He loves the games, coloring, and the songs! (He has always enjoyed Simple Songs.) Plus I love that I can keep track of his progress and not have to worry about him on the app because it is all educational and will help him get ahead before starting preschool. Thank you so much for this app and providing it FREE of charge-so many thank yous!!!!",5,False,Wonderful app,baynbd01
2020-03-05 19:32:40,,As a speech-language pathologist working with young children I especially appreciate the quick access to many high quality books that are already sorted by topic and skill. I will be directly choosing books and activities from the menu that match children’s learning needs (versus letting them do whatever pops up). I will be recommending this app to many parents to read e-books with their children and to let their children explore age appropriate learning material.,5,False,Speech-Language Pathologist Using to Develop Children’s Language Skills,GAHoosier
2020-02-05 21:33:35,,"We had not introduced our 3.5 year old to any tablet games yet, but this one is the only one we need! It’s cute, easy to navigate, and full of options! My daughter loves the read along stories and coloring features. 

I also appreciate that there is quite a bit of content available when offline. I put the app on an old iPad and do not have it connected to the internet when she uses it, but there is plenty to do. There is much more available when online that we will graduate to as she gets older.",5,False,Excellent free app!,RachealR
2020-05-20 08:15:21,"{'id': 15450600, 'body': 'Thank you! We really appreciate your review, and are pleased to hear that your son enjoys learning with Khan Academy Kids. ', 'modified': '2020-05-20T16:42:40Z'}","I have been using this app for the past 3 months now for my 2 year old. I must tell you the honest truth among all the apps that are out here for children that this is the best app you would ever find in your App Store for kids period, plus it’s all free. My son enjoys this app on my phone more than any other. I would highly recommend this app to every parent with toddler who might be searching for something educational, friendly, safe and enjoyable for them, you can stop looking now this is it, you have found it.",5,False,Best App for Kids,Myahziah
2022-05-30 19:39:12,"{'id': 30152199, 'body': ""Thank you for your communication about more content offerings. We've relayed your feedback to our team. We appreciate your support!"", 'modified': '2022-06-03T21:01:03Z'}","We started using this app in Kindergarten. When my son passed second grade he still wants to use this app. We downloaded regular Khan Academy and can you say BORING! Developers please make an app that builds on this app for older elementary grades that includes multiplication, division, up to pre algebra! This app is the best out of all the young education apps we’ve used. We’ve spent so much money on apps and subscriptions but this app still wins. Thank you for this app!",5,False,Please make an app for upper Elementary🙏🏽My son still loves this App!,Scoopfinder
2020-05-19 02:05:04,"{'id': 15450543, 'body': 'Here is more information on Khan Academy Kids, our app for children ages 2-7 which covers preschool through 1st-grade curriculum: www.khankids.org. ', 'modified': '2020-05-20T16:37:37Z'}",I have been using it for years as a high school teacher and love everything you do. I taught history for 34 years and in the beginning you didn’t have a lot but you had a fabulous program for math and science. I always referred my students to your site for other disciplines. I am now retired and am taking care of my grandchildren due to the coronavirus/ plandemic. I am certified but never taught elementary students and certainly not pre k. I am hoping that you expand your resources as the face of education is changing. Thank you so much for all you do.,4,False,Excellent for high school want more of the same for pre-school,Leather11
2021-02-13 01:30:44,,"I work in a school with handicap students and I seen that all the students had this on their iPads. Some of the kids were learning to write letters, some listening to the books, and others were doing the activities. I liked the app so much I decided to download it on my iPad for my 6 year old niece that comes to my house often. We sat down she tried it she loves it!! She’s learning about nouns and she gets so excited when she gets them correct. Lol!! She has a lot of fun learning on this app.",5,False,A wonderful educational and fun app for kids,Tiff7280
2023-11-01 15:34:54,"{'id': 39968418, 'body': ""Hello Lea, it's delightful to hear that your daughter is learning so much with Khan Academy Kids. We are part of the educational nonprofit Khan Academy with a mission to offer a free world-class education. So happy you discovered us! We'll keep the content coming. "", 'modified': '2023-11-06T23:51:20Z'}",I don’t usually write app reviews but I just cannot believe how well made this app is and what incredible content it makes available for free. It single handedly made getting an iPad for our daughter worth it. She loves playing with it and is learning so much. I have no idea how Khan Academy can afford to put such great content out for free (grants?) but I really hope they have a sustainable business model so we can get more of this. Keep up the good work!,5,False,Far better than most paid apps!,Lea Verou
2023-08-12 21:07:58,"{'id': 38286738, 'body': ""Hello Kelly! We're thrilled that your children are eager to learn with Khan Kids. Thank you for your review!"", 'modified': '2023-08-14T16:47:31Z'}","I downloaded this over 2 weeks ago and so far it is the only app my kids have been asking to play on. I can’t express enough how much this app has hugely improved my children’s learning. I’ve been able to incorporate it with their daily homeschooling lessons and I am so grateful to have found this. It has no ads, it’s completely free to download. It has tons of engaging activities my kiddos enjoy. I highly recommend downloading this one! 10/10",5,False,We Love this App!,Kelly Marknth
2020-07-13 18:32:53,"{'id': 16657087, 'body': ""We're thrilled with your rating, and review. Thank you!"", 'modified': '2020-07-15T23:33:44Z'}","I’m absolutely in love with this app. My daughter struggles with ADHD, and this app goes between different activities at just the right pace to keep her focused, entertained, and still retain what she’s learning. We’ve not had any connection issues, and even off WiFi it has to option of going to the “Library” so it is still usable. I’ve got the app on my Samsung Tab3, and my iPhone. The ability to log in and pick up where the other left off is a great feature too. Overall, 20/10 is what I’d rate it!",5,False,Perfect for my 5yr old!,FunSyzed
2020-07-10 21:14:14,,"My 7 and 4 year old children love learning with this App. It has become one of the first things they do in the morning after waking up even over the summer break. 
Wonderful that it is offered free for all and keep up the great work. The instructions are clear and don’t require any adult supervision. 
It works best as app and would be nice to have a version that can be utilized on larger computer screen. 
During these times of uncertainty with COVID-19 and working from home with no school it is such a blessing.",5,False,Phenomenal Educational App for Kids!,ShenukMinel
2021-07-03 16:46:51,"{'id': 9557866, 'body': ""Hi there. Thanks again for the updated review and for your feedback. We've communicated your user experience to our development team and are looking at ways to address this behavior for these types of activities."", 'modified': '2019-07-09T00:53:35Z'}","Maybe it’s because my kid loves to play in the library instead of in the house, but the app’s difficulty when playing from the house is way by one her capability. She can barely count to 20 and there are subtraction lessons for her like 19-?=7. She doesn’t even try those and just guesses since she has no clue. 

Then there are reading lessons for her with five letter words including complex vowel combinations when she barely knows any 3 letter words. 

And word searches where she’s given a picture and expected to find 5+ letter words in a word search. She’s actually become pretty good at these by just listening to the first letter and dragging around to see what matches the word. 

I’d like to reset difficulties but the app doesn’t seem to take it. I can’t start over since she’d cry about losing all her presents. 😔",5,True,Somehow advances in difficulty too fast,Pagan Poetry
2022-06-17 23:58:36,"{'id': 30505807, 'body': ""It's great to hear that you're so happy with Khan Academy Kids. We definitely appreciate your review!"", 'modified': '2022-06-22T18:04:39Z'}",My son is 2 and he has been enjoying learning numbers and words with this app. I love that there are no ads at all and i can trust he won’t accidentally buy something! Thank you!!! If it would help perhaps add an option to permit a monthly dollar charge or if you’d rather not have it get scalped by apple then perhaps email a link to a site to set that up. Thanks for making a great app that helps my kid learn and have fun while doing it and doesn’t pose any “gotcha” spam threat! 👍👍,5,False,Fun & Learning,Suppish0056
2023-05-16 14:48:31,"{'id': 36692860, 'body': ""We appreciate your feedback! If you'd like to connect with our team in more detail, feel free to reach us anytime at khankids@khanacademy.org. Thank you! "", 'modified': '2023-05-23T21:34:45Z'}","My children love this app. I like that they have fun while learning when using it. The background music is cute and simple. The voices of the characters are pleasant to listen to. It is very easy to use. I like that you can save progress for more than one child, and also choose from extra activities in the library. My only complaint is that they present evolutionary ideas (millions and billions of years ago) as scientific fact and not a theory. I would still highly recommend this app to others.",4,False,Great app,Mechriswood
2021-11-15 04:50:20,"{'id': 26308810, 'body': ""It's really great to hear that your son is engaging so well with Khan Kids. We appreciate your feedback and review!"", 'modified': '2021-11-16T22:36:31Z'}","I have been so impressed with this program.  My nine year old is autistic and developmentally delayed and engaging my son in “school tasks” is difficult.  This has him engaged.  We are working in the preschool level and it is just what my son needs.  Lessons, videos are very targeted and brief.  Music is incorporated throughout.  Some things you can just watch, other things you can participate and this makes it work for my son.  Would recommend.  Definitely!",5,False,Outstanding!,Special Agent Dotty
2021-08-13 04:22:22,"{'id': 24564974, 'body': ""We're delighted that you are using the app, and we hear you about wanting to see progress. There are progress checkmarks by completed activities in the app's Library, and there is also a teacher version of the app (that parents are welcome to use) with in-depth progress reports: https://khankids.zendesk.com/hc/en-us/articles/4403614100109-New-progress-reports-in-Khan-Academy-Kids-. If you have any questions, please drop us a line: https://khankids.zendesk.com/hc/en-us. "", 'modified': '2021-08-17T23:48:12Z'}","This app is amazing and my child really loves it. I find it extremely helpful as a resource since we’re quarantined. My only qualm really is that there should be a dashboard for parents to see how well they are doing on the completed modules. There is a lot of material that does an amazing job of teaching and explaining. Sifting through all that material to see how she’s done is an inconvenience, though. This one simple things would be amazing to add for parents to know what can be improved upon.",5,False,I do love it.,Brojules
2021-06-07 15:23:36,,"I looked through so many apps and skipped over this one, skeptical that it would truly be free. After searching and finding nothing suitable for my kids that was free (or even affordable), I downloaded Khan Academy Kids. This app has EVERYTHING the other apps have with no cost and I was shocked. You can customize by age and your child’s interests and it will also keep track of their learning progress. I am thoroughly impressed and my kids absolutely love it.",5,False,Don’t look any further!,BeeJee15
2020-07-08 19:23:42,,"My 4 year old and 2 year old both love Khan Academy Kids and we use it for 30 minutes every evening before getting ready for bed. I have watched them play with the app and I am thrilled. My 2 year old loves tracing letters, sorting, learning colors, and my 4 year old loves practicing reading, learning sounds of letters. They do a great job of making it fun for the kids to learn important school skills. I am so glad I found this app while schools are closed during this pandemic!",5,False,Great educational app that I don’t feel bad handing to my 2 year old,Cute lil gal
2020-07-02 16:05:19,,"To all parents out there who need an alternative for school, this is perfect. There is absolutely no flaws, and my brother fell in love with it. Because of this app, my 4 year old brother is now speaking like he’s a genius. BEST OF ALL, IT IS FREE!! This business is a nonprofit, and I myself am very interested in this app, and eager to learn (I’m 11 years old). Unlike some reviews, it is not, what so ever, confusing. You just need to get used to it, like most apps. If you are looking for an online school for a four year old, like me TRUST ME AND GET THIS APP YOU WON’T REGRET IT!!🤗",5,False,Greatest app for kids,Learner Analyst!
2024-05-09 08:07:36,"{'id': 38084499, 'body': ""Thank you for sharing your experience with Khan Kids. We're delighted that your child has benefited so greatly!"", 'modified': '2023-08-03T21:48:43Z'}","I LOVE THIS APP. And so does my kiddo. We have used it since 2020 and now going into first grade, my kid has prepped ahead, worked on their homeworks all summer. It’s never boring because it’s all fun and games. This app needs more exposure!!! They file comprehensive ela, math and science curriculum, have the road map so you don’t have to go digging to see what is covered in grade 1 vs 2 etc. No ads, no payments. 100% free, 100% worth it. Works in offline mode too. Lord bless the team!",5,True,This App will change the world ( literally).,ThisEJisTaken
2020-09-14 19:46:24,,"I downloaded this app on my phone to use with my first grader. While my child loves learning, school work and some apps can be boring. This one is fun and engaging and mixes it up for little learning bursts. We love the characters and the colors of the app. I was so happy to find that this app is free as it is hard to find really nice apps like this for no cost. I love watching my child learn on this app as well. I have shared this with other parents and will continue to do so. Thanks so much for doing this; we really appreciate you!",5,False,Very fun and engaging!,SpiritLife20
2024-07-24 15:27:48,"{'id': 45577550, 'body': ""Amazing to hear how much of the app's content you've discovered. Thank you for sharing your recommendation! We're so glad he's loving Khan Kids!"", 'modified': '2024-07-28T19:59:17Z'}","This is my 3-year old boy’s (and mine too) favorite toddler educational app! There is sooooo much content AND ITS ALL FREE! 
There are different age/grade levels for the Math, Logic, Letters, and Reading categories. 
Most if not all categories also have an aspect of decision making/following directions, fine motor skills, memory strengthening, etc., and they are fun! 

There are a bunch of educational books about insects, animals, geography, life lessons, emotions, even meditation with an instructor. 

There’s a drawing board and coloring pages as well. 

Seriously there’s so much to do and things to learn for toddlers big and small! The app is very easy to navigate and organized really well. I’ve gone through a dozen other apps (even some paid) and this has been by far the best for content and the one my son enjoys the most.",5,False,THE BEST! SO MANY THINGS TO DO!,and then we cried OH NO
2022-03-23 13:16:28,"{'id': 28785831, 'body': ""It's exciting to hear that you've seen real results in your son's learning! Thank you for your review!"", 'modified': '2022-03-25T16:41:31Z'}","This app is great for my son when he is off school. It keeps his mind fresh and always seems to be right on track with his learning level. I love that it’s free and not nearly as busy and distracting as ABC mouse, which I felt had way too many options for little kids and glitched a lot. Khan Academy is simple, straightforward, and I’ve seen real results in my son’s reading and math skills. This app has really been perfect in every way for us.",5,False,Perfect for summer/ spring break learning,SpyderMomma
2022-01-09 14:28:02,"{'id': 27357374, 'body': ""Wonderful! We're delighted to hear such a positive response to Khan Kids, Rob. Thanks so much for taking the time to write a review. 🙌"", 'modified': '2022-01-10T20:42:13Z'}","We recently got an iPad for our little ones to share during “screen time”. Our hope was that we could find authentically focused learning apps that would engage the girls without commercialism, ads or constant pestering to upgrade. This IS that app.. by now we have tried others too, and this is the best. A broad focus on all areas of academics, a cute and engaging set of characters and enough variety to keep the internet level up. Bravo!!",5,False,Great fun / learning app - no strings,STL_Rob
2020-10-12 14:02:15,"{'id': 18577380, 'body': ""It's exciting to hear that she relates to the characters so well. Thank you for taking the time to let us know!"", 'modified': '2020-10-19T17:34:40Z'}","Cannot say enough good things about this app. My 4 year old treats the characters like her friends, and absolutely loves using the app. I love that she’s learning, that there are no ads, that everything is developmentally appropriate... I could go on. The pacing is great, it’s challenging yet encouraging, fun but educational. Just. Perfect. Thank you Khan Kids! She actually asks me “do you have any Zoom calls today?” because she knows she might get to do Khan kids. (I used to turn on a movie for her — this is so much better!) Seriously - thank you.",5,False,Yes!!,AlexInATL123
2020-09-05 07:46:59,,"3rd year homeschooling mom here. ;)
I have a 3.5 year old and a 6 year old that both use this app! I’m so impressed with it! From the pronunciation of the words, to the clarity or the character voices.. It is so easy for them to understand. They have really thought out this app!
I love that my kids are learning while they play. They don’t even realize they are doing something educational.  
Also, I am just blown away that it is FREE! These people really have a heart for education and it shows. 
Great job!",5,False,Homeschooling mom approved!,Mrs_LauraLopez
2020-06-18 22:59:43,"{'id': 16077390, 'body': 'Your review and recommendations are greatly appreciated!', 'modified': '2020-06-18T15:43:50Z'}","I love this app! Everything is completely free and there are no ad interruptions. This app is unique and my sister loves it! All the other apps that I have tried to download for her have things I would have to buy to continue and the constant appearance of ads. Like I said, this app is different. It is easy and enjoyable and has a ton of different lessons that my sister can learn! I would recommend this app to anyone who has a sibling or child that would enjoy having a fun, easy, and new way of learning!",5,True,Amazing app!,ILoVeMuSiC!❤️🎼
2023-11-16 16:39:09,,"Thank you so much for this app!! And keeping it free to use! My daughter absolutely loves it and the characters. We use it a lot on car rides too. And absolutely love the fact that there are sections that you can do without the internet, comes in super handy when we drive through dead zones. Please create more apps and more features in the future. I can’t thank you enough for it and all the help it’s given my daughter to learn and grow!",5,False,Thank you!!,Jenls86
2023-01-12 11:22:13,"{'id': 34425234, 'body': ""We're so grateful to read your review. Your grandson's learning progress sounds terrific!"", 'modified': '2023-01-23T03:19:19Z'}","My 3 year old grandson asks for Kahn academy every day, the 3 year level is perfect for him and he’s advancing through it quickly - learning letters, sounds, numbers. I like that it teaches reading fundamentals of letters and sounds. We limit screen time so when doing the app I have my phone on the gold night mode to reduce blue light. One or two short sessions to the “gifts” most days is enough to learn a great amount and is advancing my grandson. This app is a terrific advantage.",5,False,3 year old loves it!,Tania320
2021-02-19 19:11:26,"{'id': 21270112, 'body': ""Thank you for sharing your experience with Khan Kids. We're pleased to hear that the app has proven helpful during remote learning, and we plan to continue adding new content in future app updates. If you ever have any questions, our support team is on hand to answer questions and address suggestions at khankids@khanacademy.org. Take care!"", 'modified': '2021-02-24T16:32:43Z'}","We have paid for a few different ones: starfall, abcmouse for my son (started at 5, now 6).  For my money this is the best one, and it’s free.  This has been a godsend during COVID, we pulled our son out to home school after being frustrated with ‘virtual kindergarten.’  This gives us an educational hour or two in the morning for my wife to sleep in before we start him in home school.  Fantastic and his results have been outstanding.  Thanks to Khan academy for all you do, you guys are awesome.",5,False,Wonderful free educational app,Kstiger77
2021-01-31 20:34:07,"{'id': 20843421, 'body': ""We're so glad you discovered Khan Academy Kids, and that it's serving a purpose for your son. Thanks for leaving a review! "", 'modified': '2021-02-03T23:23:50Z'}","My son was supposed to start pre-k but due to covid we kept him out. I spent months working with him out of books we both found frustrating. The biggest concern to me was I don’t know what the next step is to help him learn. I heard a podcast interview (house of pod) and downloaded it. 
My son now reads sight words, understands addition and numbers up to 30 and much more. I really like how I can clearly see how he’s learning which makes it easy to do the same when we are doing other things",5,False,My son loves it,Alyssa NW
2021-01-21 19:08:39,"{'id': 20617932, 'body': ""Dear Becca, we are very glad to hear that your son is OK, and are grateful that you were able to take a moment to write this review. It's sincerely appreciated. Please let him know that the Khan Kids crew is wishing him well!"", 'modified': '2021-01-25T05:10:19Z'}","I think this is the first review I’ve ever done, but Khan Academy Kids is worth it! My son has been using it for about six months now and he’s learned SO much. We had a little scare that landed him in the neurology floor at a children’s hospital (potential seizures, but he’s okay) and the whole time we were there the development neurologists kept saying how amazed they were by how advanced he is. Doing “school” for 20 minutes a day really helped with that. We are super thankful for Khan Academy Kids and I can’t believe the app is free, it’s SO good!",5,False,Amazing App!,BeccaLM82
2020-03-06 03:04:42,,"My grandson has learned so much in just one month of using this app. He chooses this app over others on the iPad and enjoys every minute of it. I love that it tracks his progress and goes over things he may not answer correctly the first time. The way the app randomly changes from a numbers lesson to an alphabet lesson to an opposites lesson or whatever...keeps my grandson interested. And if this weren’t enough, it’s free and ad free and no in-app purchases!!",5,False,grandson just turned two and is fascinated with this app and learning so much,ksp1962
2021-04-13 17:05:43,"{'id': 22272280, 'body': 'Great to hear the progress your toddler is making with Khan Kids! We appreciate your review and feedback, and have noted your suggestion for our team. Here is a supplemental list of instrument names that might help: https://khankids.zendesk.com/hc/en-us/articles/360053927172-Sandy-s-Instruments-and-Reya-s-Bugs.', 'modified': '2021-04-16T02:20:26Z'}","This is an amazing app for my toddler. It has really advanced a ton of his knowledge. I like that I can look in and see his progress. He’s 2 but he’s now up to a 4 year old level. He’s learning to combine letters to make new sounds like “qu”. He’s learning 5 + x = 8, solve for x. Look familiar? 

He really enjoys getting rewarded with the postal carrier bringing him items for the characters collections.

**Dear Developer- The only suggestion for improvement I can make is to always have those instruments labeled. He has like 20 or so now. And it’s great that we can listen to them but I don’t know the names of all of them and I want to be able to tell him. I wish the labels would follow them to the collection space. 

P.S. parents, this app is great for busying your child but it’s even better when you get involved, too.",5,False,Amazing app,Sblueyez
2020-09-13 13:33:08,"{'id': 17878536, 'body': ""Fantastic! We're so glad you found Khan Academy Kids!"", 'modified': '2020-09-14T23:02:33Z'}","My 4yr old got on this app and he absolutely enjoys it. I also like the fact that the app is preparing him for reading!! I’ve looked at many websites in hopes to find something for him but they all require some kind of subscription or you are only allowed to download “X” amount of material leaving the lesson incomplete. Kahn academy really keeps my little ones engaged, and really makes them think and learn. In addition the lack of advertising don’t mislead them to another app or website. We love it!!",5,False,Very educational!!,triguenita84
2020-05-21 14:41:36,"{'id': 15581356, 'body': 'Thank you! We definitely appreciate your insights, suggestions, and review. ', 'modified': '2020-05-26T20:25:39Z'}","My daughter has special needs (T21) and we love this app. I can assign tasks for her in instruct her to go though library first. Although, I wish it could be accessed through MAC to avoid getting sidetracked, it’s still keeping her engaged as long as I’m supervising. When she gets a problem wrong  or does’t understand- I’d like to see a breakdown or tutorial on how to get to answer  instead of when she finally gets it right- which affirms how almighty and smart I am!
Thank you very much!! We LOVE it!!",5,False,Interactive and Engaging,LMrsMunZ
2024-03-04 04:02:53,,"This game is the best because it’s for children but I am a kid actually I’m six years old because I don’t and the rest this is the best, so so don’t forget to download this game but there’s passwords in this game when you download game when you’re down this game it’s at and so I don’t really tell in this game it’s really cool even avatar world is the best and thank you little baby eyes you’re so cute so I always wanna make baby stories and they’re so cute to call them I mean cuddle them",5,False,Hi,Huhxuehsus
2021-11-09 16:54:23,"{'id': 26240200, 'body': ""We're thrilled that you discovered Khan Academy Kids. Thank you for leaving us a review!"", 'modified': '2021-11-12T19:27:31Z'}","The first app of this kind that we tried was ABC mouse and we were not impressed at all by some of the features and lack of structure it offered. Next we tried jump start academy preschool which was much better but we didn’t like having to pay monthly as our children would only use it on cold/nasty days when they ended up stuck inside the house. 

This app is great it is fun, educational, age appropriate and free!",5,False,Wonderful Children’s Educational App,WonderMama2020
2021-03-23 21:53:00,"{'id': 21871679, 'body': 'Wonderful progress regarding the 2nd grade math lessons. Congratulations to your son, and thank you for the review! ', 'modified': '2021-03-25T20:42:48Z'}",I didn’t wanna get my son a tablet because he is 2 & I thought there’s no way I could ever get him off of watching shows on it if he had that privilege but I have an old iPad from college & came across this app on google  I am very pleased & impressed. My son is already advanced for his age but he’s been doing khan kids for only 2 months & he’s already selecting 2nd grade math lessons & using all the different features independently without ads PLUS super simple songs seriously get this app!!!,5,False,Amazing for young kids!,goodymommy
2021-02-20 02:17:14,,"Not only are the characters sweet and lovable, but there is a lot to explore within the app. I don’t like doing a lot of screen time with my kiddo, but feel ok about the educational value of this app. 
It seems to be age appropriate, with some exercises being on the easy side for my 4yo, while others are more challenging. 
Including stories seems to provide a relaxing interlude between active learning games. All-in-all, it keeps my little one entertained, and has educational value.",5,False,Engaging app with variety,Pipvac
2020-09-30 18:06:19,"{'id': 18238067, 'body': ""You might be interested in our new parent preferences that enable parents to hide or show the coloring tab: https://khankids.zendesk.com/hc/en-us/articles/360047566151-How-do-I-access-parental-controls-. Thank you for the review, it's great to hear that your children are enjoying Khan Kids. "", 'modified': '2020-10-02T17:06:12Z'}","This is a really great app. I don’t have to worry about the content being inappropriate. 

I love that the exercises are different depending on the age of your child making it more difficult as they grow. The songs are fun and innovative.
I wish there wasn’t a coloring corner because most of the time my girls want to do that instead of “work” haha but we agreed on a compromise. They work until they get the virtual present then they can color a page or listen to a story. Then work again.",5,False,My kids love it!,Luan37000
2024-09-17 00:37:42,,"I have personally utilized Khan Academy for several years. It is by far one of the best tools for learning there is!  I have Khan Academy Kids on an iPad for my 4 year old grandson.  We completed an online summer camp this past summer and he loved it as well. Now he is working on a grammar course and doing much better than expected, especially for his young age!  

Thank you everyone on the Khan Academy Team for the outstanding work you do!",5,False,High quality learning tool,Rob & Ash J
2023-11-13 14:56:09,"{'id': 40213529, 'body': ""Your recommendation means so much to us! We're especially excited to hear that the students engage positively with our characters."", 'modified': '2023-11-18T19:28:29Z'}","Khan Academy Kids is an important part of my classroom. It aligns with our core reading and math curriculum; I️ assign lessons that correspond with units. My students love the characters and choose Khan Academy Kids as a “free time” activity. It’s so fun, they don’t know they are learning. 
     As a 26 year veteran teacher, I encourage all elementary teachers to download this app for their classroom! Create your own classroom, start making assignments, and introduce your students to the world of Khan Academy Kids.",5,False,Special education teacher,Kapeders
2021-04-19 19:49:43,"{'id': 22490169, 'body': 'Our team is thrilled to hear that the app is making such a positive impression for your children. We really appreciate your comments, and your review!', 'modified': '2021-04-27T15:38:57Z'}","I have children aged 2 and 4 years.  This app has fantastic teaching sections for both of them.  A fun, engaging app that I can put in front of them time and again for quality educational experiences!  

The fact that Khan Academy put this app out for free, with no ads, is a wonderful demonstration of the org’s commitment to their mission.  As a parent I am sincerely thankful that they are true champions in helping parents educate their children!

This app is the definition of a 5-star content!",5,False,"Fun, immersive learning",VelaOne
2020-10-04 16:21:41,"{'id': 18358619, 'body': 'You are very welcome, and thank you for leaving a review!', 'modified': '2020-10-08T21:21:35Z'}","Thank you so much for creating this app! It is nice to have a truly educational app that I can let my child play and know that she will be learning. I appreciate the different modes of the app as well. For example, I like that I can choose specific objectives I want her to work on, or we can he given an activity at random. I also appreciate the organization of all of the activities into the different categories. Everything Khan Academy does is amazing (and free!)... which I am thankful for.",5,False,Truly Educational,CO Mom of TWO
2020-08-24 23:55:33,"{'id': 17521665, 'body': ""We're so happy to hear that your grandson is enjoying Khan Kids. Thanks for the review!"", 'modified': '2020-08-26T19:34:50Z'}","I can’t praise this app enough. I am a 5th grade teacher and use the regular site for my students. However, I have my 5 year old grandson on Khan Academy Kids. He loves being on the app. It is so engaging, and the pacing is perfect. He talks about how he is getting smarter from the lessons. It switches between language arts and math and never gets repetitive or boring. I am beyond impressed at the variety and creativity. I can’t believe it is free!  I would gladly pay to have this app - it would be so worth it!  Thank you, Khan Academy!!!!!",5,False,Amazing App,DDavis1362
2020-05-16 10:34:21,,"This is hands-down the best free educational kids app. It has simple, uncluttered, pleasing-to-the-eye aesthetics, purposeful and well designed activities, clear organization with activities divided by ABCs, 123s, Reading, and Logic +, and thoughtful options like the ability to adjust the grade level and have multiple users. Many of the activities align closely with what my daughter is learning at school and offer a fun way for her get some extra practice. I only wish they offered Morse grade levels beyond 1st grade!",5,False,The Best Educational Kids App,Picky Mom 2
2022-12-21 14:11:56,"{'id': 33944180, 'body': ""We're excited to hear that Khan Kids is helping your child with words and pronunciation. Thanks for your review!"", 'modified': '2022-12-26T23:18:40Z'}","I used the adult version of Khan Academy to get me through college so when I saw they had a kids version, I was intrigued. My 3 year old is super picky with games but like I said, Khan Academy never disappoints. My toddler has been using this app for 2 weeks now and is saying SO many more words, as well as pronouncing them a whole lot better than she used to. The fact that they do this stuff for free is absolutely insane but I’m so thankful",5,False,Khan Academy never disappoints!!,Joey Pilgrim
2024-01-01 21:48:20,"{'id': 41187394, 'body': ""Thanks for your feedback about access to certain areas of the app. We've noted your point about the parent section for our development team. In addition, here is more information on the current parental controls we have available: https://khankids.zendesk.com/hc/en-us/articles/360047566151-How-do-I-access-parental-controls-"", 'modified': '2024-01-09T23:12:10Z'}",It is a very awesome app I love it and I feel like this is the app that can teach kids how to read. The only problem is the kids can read the challenging sentences and enter the parent section there should be a multiplication or some difficult challenges. These are very simple for the kids to open and increase the levels or add a person. They waste there time in parents section rather than activates and they get frustrated when they can’t solve the new difficult levels and they stop using the app and this makes this app less useful for the kids. I would love to give five stars to this app if this small problem can be solved.,1,False,Want to give 5 star,tanzeelareeb
