date,review,rating,isEdited,userName,title,developerResponse,Name,IOS
2021-02-02 02:18:36,Great app got it for my niece and she uses it everyday,5,False,xKragen,Excellent for children,,abc-kids-tracing-phonics,1
2022-11-13 21:33:59,Good app for learning the letter names and how to write correctly.,5,False,pawpaw&nini,Good app,,abc-kids-tracing-phonics,1
2024-07-16 14:16:14,Fun game First of all nooo ad s super fun try it today,5,False,Vuysubufbiousboiuf,A good game,,abc-kids-tracing-phonics,1
2021-08-03 21:25:11,Brought the app for no ads and now it’s a black screen. Cannot see anything. Uninstalled and reinstalled didn’t work.,1,False,CertifiedVet434,Broken,,abc-kids-tracing-phonics,1
2024-09-07 03:56:27,My son is only 1 & is tracing his alphabet 🥰,5,False,Ndkdoendkcke,I love this app,,abc-kids-tracing-phonics,1
2022-10-05 00:32:33,My brother loves the game so much,5,False,Janaylyn r,Amazing,,abc-kids-tracing-phonics,1
2024-09-25 07:54:42,Best app ever thanks God bless you more Amen,5,False,blessings of God brings me joy,Big Heart,,abc-kids-tracing-phonics,1
2024-09-07 21:46:58,The best,5,False,Mark the stud,Thank you,,abc-kids-tracing-phonics,1
2023-08-11 01:16:57,Learning review,5,False,for dinosaurs,ABC kids,,abc-kids-tracing-phonics,1
2024-07-17 05:19:15,Super cool. Thanks,5,False,Minnei007,For free app without ads,,abc-kids-tracing-phonics,1
2020-04-22 14:37:22,Thank you very much my daughter love,5,False,yanisaac,Isaac Lopez,,abc-kids-tracing-phonics,1
2020-03-01 15:07:47,It help my sister and brother with there abc,5,False,red scoll,Good game,,abc-kids-tracing-phonics,1
2023-02-09 23:02:34,It is a good and engaging app.,5,False,JGLBM,Quality,,abc-kids-tracing-phonics,1
2021-11-17 04:10:35,Love the app! Super cute and my kids love it.,5,False,Stephy419,Love it,,abc-kids-tracing-phonics,1
2023-12-18 19:17:55,"The app inconsistent, One day it works the next it won’t even load on the screen.",1,False,NoelaniFather,Money Waste,,abc-kids-tracing-phonics,1
2021-06-20 17:04:46,He is doing amazing on it,5,False,leah.hayes,My nephew loves it!,,abc-kids-tracing-phonics,1
2024-10-10 13:59:06,No explanation to options - nothing happens,1,False,Alexproto,Can't get into settings to continue,,abc-kids-tracing-phonics,1
2022-11-28 04:41:34,"Game froze or something, couldn't get it going again , just deleted app",1,False,RealSavageGuy42,Games,,abc-kids-tracing-phonics,1
2020-09-24 22:04:33,It’s very good learning game .,5,False,Balvir kaur,Abc,,abc-kids-tracing-phonics,1
2021-10-31 05:15:42,Download with excitement for my toddler and I hear everything but it’s a pitch black screen. It’s such a waste,1,False,paolacruz2323,Horrible,,abc-kids-tracing-phonics,1
2020-08-28 23:01:43,My babies enjoy this app so mucm,5,False,DJAK33,I love it,,abc-kids-tracing-phonics,1
2024-07-17 18:58:02,I love this app and it is for a good cause,5,False,suzie1616,NO OTHER APPS COMPARE,,abc-kids-tracing-phonics,1
2024-10-20 12:52:03,This is the hardest app to exit! I feel like I’m trap and trying to find the door to escape.,1,False,ResilientSensor,Hard to exit,,abc-kids-tracing-phonics,1
2024-05-27 19:33:52,Great for kids!,5,False,Ms. Peete,Love this app!!!,,abc-kids-tracing-phonics,1
2020-04-02 19:31:41,I like this app a for my son,5,False,RosseVM,Good app and free,,abc-kids-tracing-phonics,1
2020-09-16 04:32:21,I love this game but it’s still not a good game .,5,False,sukadicejdjdd,I love the game,,abc-kids-tracing-phonics,1
2020-05-18 03:33:07,It’s free and educational for my toddler son😁👍🏼,5,False,shellygage420,Thank u,,abc-kids-tracing-phonics,1
2024-07-05 00:04:42,Thank you guys 🙏🏼,5,False,djStod,Great,,abc-kids-tracing-phonics,1
2022-02-26 12:10:07,This app is just amazing! Love it !!,5,False,Gbernabela,Amazing,,abc-kids-tracing-phonics,1
2023-06-08 00:29:50,Not opening on iPad gen 6. Please fix.,1,False,Mf2806,Great app but stopped working suddenly,,abc-kids-tracing-phonics,1
2024-04-18 21:47:18,My granddaughter loves it,5,False,**nans!,Great for 2 yo,,abc-kids-tracing-phonics,1
2024-02-22 12:48:07,The app is fun and educative,5,False,BabyHazz,Educational,,abc-kids-tracing-phonics,1
2024-09-12 16:06:32,Colorful and engaging,5,False,Brooks’s boy,Brooksy’s fun learning,,abc-kids-tracing-phonics,1
2020-07-19 15:17:17,Great app my daughter loves it!!,5,False,Sanyo-Happy-0123-abc,Happy,,abc-kids-tracing-phonics,1
2024-01-15 20:15:36,Love you,5,False,Cooler than the others,Your cool,,abc-kids-tracing-phonics,1
2022-01-27 21:12:34,Son loves this learning app.,5,False,Abc Fun!!!,Fun fun fun!!!!,,abc-kids-tracing-phonics,1
2024-11-23 17:48:53,Ruby is Playing Skateboard with Lucas,5,False,Griffithclaire59,"Hi, I’m Ruby!",,abc-kids-tracing-phonics,1
2024-05-26 15:17:37,Hey can you please call the customer service line at your earliest,1,False,Mmm n. N. Mmm mnm,Hey,,abc-kids-tracing-phonics,1
2022-07-27 22:35:07,"my toddler finished in 5 min, you’d think you would get more for your purchase.",2,False,Mmmly,lame,,abc-kids-tracing-phonics,1
2020-03-29 16:33:52,An Ad involving a cartoon man and woman in bed popped up. I’m glad I saw it before my 5 year old did.,1,False,concernedMamma,"Rated R, adult ads",,abc-kids-tracing-phonics,1
2020-10-13 02:34:57,No ads. 💯 real no pay and great teaching,5,False,TackyBunny,BEST KID’S APP FOR LEARNING,,abc-kids-tracing-phonics,1
2022-12-27 02:45:12,I love it,5,False,Sathvik Papolu,So good,,abc-kids-tracing-phonics,1
2023-06-30 12:46:19,Great app stop working suddenly on iPad,1,False,codename Mom,App not working,,abc-kids-tracing-phonics,1
2019-12-07 04:06:18,I love you,5,False,Official.peachess,Hello,,abc-kids-tracing-phonics,1
2022-02-05 23:58:29,I’m deleting this game,1,False,Jesus Riojas,I hate this game!again,,abc-kids-tracing-phonics,1
2024-08-01 17:10:20,No sound or music,1,False,riannyn,Game,,abc-kids-tracing-phonics,1
2024-04-16 23:12:05,Great,5,False,jeciejecie,Review,,abc-kids-tracing-phonics,1
2020-09-15 14:21:45,This is a good app,5,False,aesfwgcxztijkh,Good app,,abc-kids-tracing-phonics,1
2024-04-29 00:57:58,Great,5,False,11224422asrt,Great,,abc-kids-tracing-phonics,1
2024-08-12 18:02:38,ADD MORE CHARACTERS!,2,False,Mommy33343,So! good but some things,,abc-kids-tracing-phonics,1
2020-02-07 07:41:20,Good game,5,False,c....u.....t..,Good game,,abc-kids-tracing-phonics,1
2024-05-04 20:39:31,Jk,5,False,ÆRFUGAL,Even Hey,,abc-kids-tracing-phonics,1
2024-09-13 11:51:34,1234,5,False,Skyelar )56155 is the tyy,Skye,,abc-kids-tracing-phonics,1
2023-12-02 02:14:24,And amir,5,False,Alaweia,Atif,,abc-kids-tracing-phonics,1
2024-11-03 01:50:33,Worst game ever!,1,False,certainly nothing,Boooo!,,abc-kids-tracing-phonics,1
2024-07-18 13:12:59,Orr,3,False,I’m going back in e f in,hrtrt,,abc-kids-tracing-phonics,1
2024-05-01 23:40:47,Hhh,5,False,Rashmi Dhuriya,Vh,,abc-kids-tracing-phonics,1
2024-11-07 22:39:40,My PRE-K kids love it!,5,False,Mother_Goose7,Mom7,,abc-kids-tracing-phonics,1
2024-10-28 16:16:28,I love abc kids,5,False,Raychelll!,12345,,abc-kids-tracing-phonics,1
2024-06-26 02:45:56,Rất tốt,5,False,than dep,Nhận xét,,abc-kids-tracing-phonics,1
2024-04-26 23:39:19,Peppa pig,5,False,mimliz,Yak,,abc-kids-tracing-phonics,1
2022-11-26 04:39:46,"Estoy encantada con esta aplicación, mi hijo está emocionado, jugando y aprendiendo.",5,False,Tu princesa Señor,100% recomendado,,abc-kids-tracing-phonics,1
2022-05-07 21:29:55,"Ugmjuhjjbghdgny)hhyujy,gh hngh uhju hadgh thhghtgfdstg",5,False,keani🤙🏾,Tynk buhnyj gnukujm hang😵‍💫🫡,,abc-kids-tracing-phonics,1
2020-11-16 09:11:21,"La
Mejor
App y Es gratis",5,False,Jespuca1984,Maravilloso,,abc-kids-tracing-phonics,1
2020-10-17 12:40:55,Wesd7722,5,False,srsrdd,1-279,,abc-kids-tracing-phonics,1
2020-08-13 16:29:09,So,5,False,abc jh(huhjjhjhjh7h,Funnnnnn,,abc-kids-tracing-phonics,1
2024-10-19 21:56:17,Gyaaaaaaaaaaaat,5,False,Ieatbutsss,Tgtg,,abc-kids-tracing-phonics,1
2021-11-20 17:52:12,"I can’t believe it’s without ads! My baby has learned to write ABC on this app. I am thankful to the developers.
We also watch their videos on YouTube.",5,False,Happy w/the app,Great app,,abc-kids-tracing-phonics,1
2020-11-20 20:53:08,"Fzgxg was a nice help and help me out and help out for a nice time and a nice help and a good help for kids kids I have been to a nice help with my hedge and have been to a g:hdbgedhhs is my next season with winter w and help you are the good help!!!
 Fzgxg was the good help of my life I have a nice help and I have to be a nice person and I will have a nice time and I will help with my life I hope I have to a nice time with my patients!!!!!!!!! Good!!!!!!!!!!!!!!!!!!!!!!!!!!
!!!!!
     
Good time for good and nice to help me with!!!!!!!!!!  

M
Mm
M

And you have a nice help for you I will help with help out with the help of kids I have a nice time to be nice help you out for help help with help out with kids I will have a good help for kids !!! Thanks! Bye!!!!!!!!!!",5,False,thesage.com,Title is! By e!!!,,abc-kids-tracing-phonics,1
2020-02-12 03:52:09,"This app is a sneaky way for the company to market their other apps directly to children. There are a couple buttons which either take a child directly to a paid app, or open Amazon.com directly to their merchandise.
Not okay.",1,False,ElyasMachera,Links to External apps,,abc-kids-tracing-phonics,1
2020-01-10 01:52:34,FishDkjhcvbkhsVIslhdslkvgf$lwiahsdvSce I love my new favorite really cute little ones on my own but I don’t think it’s worth it,5,False,leah may nelson,Mbfdjbbk.jb,,abc-kids-tracing-phonics,1
