,developerResponse,date,review,score,userName
161,"{'reviewId': '0b441f12-51d2-490e-8f8d-9e87821861ed', 'userName': 'Marianne Geiger', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI6iQC3R4BN4D35bG6l6AffO1df_p42vGco-ia1nqS5Y5SndQ=mo', 'content': 'Preschool games will never be the same again. The whole preschool experience becomes something we call awesome for the kids with this app. Good one.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 8, 5, 50, 35), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-08 05:50:35,Preschool games will never be the same again. The whole preschool experience becomes something we call awesome for the kids with this app. Good one.,5,Marianne Geiger
162,"{'reviewId': 'c4075985-2db0-4855-8005-4e3b817c5822', 'userName': 'soogook_12', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKrIgAfG5Va6us1lRR1KEsKxNlINeF6ii6LK7bVK4X_IuVksA=mo', 'content': 'My youngest kids are 3 and this app will completely absorb their attention. They love it, and I love that they are learning something meaningful in the process.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 51, 57), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:51:57,"My youngest kids are 3 and this app will completely absorb their attention. They love it, and I love that they are learning something meaningful in the process.",5,soogook_12
163,"{'reviewId': '6a3edfd6-3c0f-4352-a087-df703a0c4503', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This app is performing well. As a learning app for small kids , it is able to provide a wonderful experience.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 26, 8, 26, 35), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-26 08:26:35,"This app is performing well. As a learning app for small kids , it is able to provide a wonderful experience.",5,A Google user
164,"{'reviewId': '582134e5-d844-4ebd-a4eb-4ef9cc8f18ea', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I would say, the best app for my small kid as she is learning the ABC in a desirable manner. I she her improving each day. Great app, thank you very much.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 24, 3, 57, 16), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-24 03:57:16,"I would say, the best app for my small kid as she is learning the ABC in a desirable manner. I she her improving each day. Great app, thank you very much.",5,A Google user
165,"{'reviewId': 'd71a10f9-5634-45b7-906c-79160beab028', 'userName': 'Sally Clayton', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI17q3COG-se-4lmFsCnu4nr7Q5CS38yyH6Lztre6icMup_Dw=mo', 'content': 'I 100% recommended for all kindergarten, toddlers and pre-schoolers. This application is work with good performance.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 3, 2, 4, 39), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-03 02:04:39,"I 100% recommended for all kindergarten, toddlers and pre-schoolers. This application is work with good performance.",5,Sally Clayton
166,"{'reviewId': '9afffc96-9170-4af1-8868-a3b89f9b6239', 'userName': 'Scott Powell', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKQBR_vz1EtQQLH90a2UoCeLSzAE1-h2oMQMel1uXnmoRAW1g=mo', 'content': 'Not sure about the term to use to describe it. It can be regarded as the best learning app for pre-schoolers. The features are just awesome.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 5, 2, 56, 26), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-05 02:56:26,Not sure about the term to use to describe it. It can be regarded as the best learning app for pre-schoolers. The features are just awesome.,5,Scott Powell
167,"{'reviewId': '9207ab52-c87e-45e5-92b7-f6279a1061e1', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Preschool games will never be the same again. The whole preschool experience becomes something we call awesome for the kids with this app. Good one.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 1, 8, 6, 34, 38), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-01-08 06:34:38,Preschool games will never be the same again. The whole preschool experience becomes something we call awesome for the kids with this app. Good one.,5,A Google user
168,"{'reviewId': '962ab3f5-2ba7-4896-955f-dfa97a79fe0f', 'userName': 'Silvia Velazquez', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLMF3-fdj1dKk5Epdah-kPozhY21m_AMMdc80rVa8Gks4Y1=mo', 'content': 'It keeps freezing and shutting down. for the prize this is unnacceptable. i wish i could get my money back. i do not recommend at all.', 'score': 1, 'thumbsUpCount': 3, 'reviewCreatedVersion': '4.9.1', 'at': datetime.datetime(2023, 4, 25, 16, 49, 46), 'replyContent': 'Hello , please contact us at support@edokiacademy.com , we will help.', 'repliedAt': datetime.datetime(2023, 4, 25, 23, 11, 27), 'appVersion': '4.9.1'}",2023-04-25 16:49:46,It keeps freezing and shutting down. for the prize this is unnacceptable. i wish i could get my money back. i do not recommend at all.,1,Silvia Velazquez
169,"{'reviewId': '902e8366-5a55-4aaf-821b-a12f35c9ce62', 'userName': 'Addison Roger', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocK5KtIBU_Iyu6ukvuD6bwKmoCPA8sPt7w7MpFKd2mUP1att=mo', 'content': ""Doesn't matter they want to learn or play preschool games, the application is able to prove its comprehensiveness. I would recommend it."", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 6, 0, 20, 28), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-06 00:20:28,"Doesn't matter they want to learn or play preschool games, the application is able to prove its comprehensiveness. I would recommend it.",5,Addison Roger
170,"{'reviewId': '79d6ba2d-55bf-40d1-9b1d-c4a46d3cc96c', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Excellent App! my 3 yr old daughter has been using this app for around 2 months and she is able to recognize numbers and letters in signboards and pronounce them almost right.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 3, 24, 5, 18, 44), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-03-24 05:18:44,Excellent App! my 3 yr old daughter has been using this app for around 2 months and she is able to recognize numbers and letters in signboards and pronounce them almost right.,5,A Google user
171,"{'reviewId': 'aa8a003c-d6d4-4d47-9766-f482e6a5631e', 'userName': 'Sylvie Zeylaa', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXYkTItmw--1rimCd4uB8t1ioqCzXhmI3p8OJqT7A_N36b2zew', 'content': ""Hello, i took full year membership and the app was installing full options. Installation is stuck on 25mb and doesn't finish it keeps trying and showing this msg: installation is not complete..."", 'score': 4, 'thumbsUpCount': 5, 'reviewCreatedVersion': '4.2', 'at': datetime.datetime(2021, 12, 25, 5, 3, 11), 'replyContent': None, 'repliedAt': None, 'appVersion': '4.2'}",2021-12-25 05:03:11,"Hello, i took full year membership and the app was installing full options. Installation is stuck on 25mb and doesn't finish it keeps trying and showing this msg: installation is not complete...",4,Sylvie Zeylaa
172,"{'reviewId': 'b79dc10c-b6f0-4ff2-994f-7fbab5b24249', 'userName': 'Wallace Schoen', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJVyw_RGhrCW9ZMsHQp0vrdOElQgA6ZAW0VSqRa8WaIzp93vA=mo', 'content': 'An a amazing app! My son loves it; especially the matching games. He used to have a hard time matching items but this app has really helped him. Thank you', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 5, 8), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:05:08,An a amazing app! My son loves it; especially the matching games. He used to have a hard time matching items but this app has really helped him. Thank you,5,Wallace Schoen
173,"{'reviewId': 'bdd974e4-d3db-4fef-97c4-f864718a29f3', 'userName': 'Helen Perkins', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocImcVtgHVyX9VIR00VDdcMofSszhhczI1qIxT1Yk6dc3OgrAQ=mo', 'content': ""The app is intelligent and detects the kid rightfully selected the answer. And even if he wouldn't place 100% overlapping the shadow the answer is rewarded. This app is nore intelligent than rest."", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 9, 49), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:09:49,The app is intelligent and detects the kid rightfully selected the answer. And even if he wouldn't place 100% overlapping the shadow the answer is rewarded. This app is nore intelligent than rest.,5,Helen Perkins
174,"{'reviewId': '58a5097e-dd8d-46c2-8314-47a5f64a51c4', 'userName': 'Paul Ward', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI9f9X7lvDUZWVXX2w_P3N9rOTlwGSTd7_tNy50-tAHjIbVBw=mo', 'content': 'Excellent App! my 3 yr. old daughter has been using this app for around 2 months and she is able to recognize numbers and letters in signboards and pronounce them almost right.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 3, 2, 20, 55), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-03 02:20:55,Excellent App! my 3 yr. old daughter has been using this app for around 2 months and she is able to recognize numbers and letters in signboards and pronounce them almost right.,5,Paul Ward
175,"{'reviewId': 'b8ec1025-9bc1-4acc-a4d5-506c61ef5e4d', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This app has helped my kid learn a lot about number and shapes. It is easy to comprehend everything on this app. She loves using my phone and I love this app so much.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 5, 12, 3, 0, 30), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-05-12 03:00:30,This app has helped my kid learn a lot about number and shapes. It is easy to comprehend everything on this app. She loves using my phone and I love this app so much.,5,A Google user
176,"{'reviewId': '51b62fc7-8b76-44ff-b7f3-59baaffc59a7', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'It is a very exciting feeling to see you kid enjoy the learning process. Montessori Preschool app is amazing. Full marks to the designers.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 7, 7, 58, 37), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-07 07:58:37,It is a very exciting feeling to see you kid enjoy the learning process. Montessori Preschool app is amazing. Full marks to the designers.,5,A Google user
177,"{'reviewId': '0127a7a0-5286-4e00-b88a-20ef8122a78f', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Montessori Preschool is just awesome. It has all the required features to give your little fellow the best preschool experience right from home.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 10, 1, 53, 58), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-10 01:53:58,Montessori Preschool is just awesome. It has all the required features to give your little fellow the best preschool experience right from home.,5,A Google user
178,"{'reviewId': 'f9900637-9ece-465f-a4e0-f2e4d63c7efe', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Nothing to state terrible, there are next to zero negative marks to utilizing the Montessori application. It is actually a fine one. Simple to work as well.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 3, 18, 6, 6, 39), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-03-18 06:06:39,"Nothing to state terrible, there are next to zero negative marks to utilizing the Montessori application. It is actually a fine one. Simple to work as well.",5,A Google user
179,"{'reviewId': 'a045efff-9e24-4124-b53a-8932f68ad488', 'userName': 'N Hoving-Snow', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWlQwzsYBOkc6sKSy6qBmoKZQAt2BJ-LuCy1gHTLUCeAW_wzjGn', 'content': ""Daughter loves the coding, logic and practical life part of this app. Tried to subscribe but due to the hellscape that is Google family link, family payment method and Google family library, the only way to subscribe it on my adult profile on my own tablet because this app doesn't have the family library option and you cannot have an adult profile on a child's device. This will be the reason this app is missing out on so many customers. Google blames the Devs, no doubt Devs blame google."", 'score': 2, 'thumbsUpCount': 10, 'reviewCreatedVersion': '4.9.1', 'at': datetime.datetime(2023, 4, 15, 1, 16, 22), 'replyContent': ""Hello , following our conversation , please try the process that we've send to you. We are still available to fix your issue."", 'repliedAt': datetime.datetime(2023, 4, 17, 4, 40, 12), 'appVersion': '4.9.1'}",2023-04-15 01:16:22,"Daughter loves the coding, logic and practical life part of this app. Tried to subscribe but due to the hellscape that is Google family link, family payment method and Google family library, the only way to subscribe it on my adult profile on my own tablet because this app doesn't have the family library option and you cannot have an adult profile on a child's device. This will be the reason this app is missing out on so many customers. Google blames the Devs, no doubt Devs blame google.",2,N Hoving-Snow
180,"{'reviewId': 'e2d42851-413a-4714-bff5-db71a4c1022a', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Montessori is the fantasy learning application for the children. It is very much structured and has great advantages. Enjoying it.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 3, 11, 2, 35, 4), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-03-11 02:35:04,Montessori is the fantasy learning application for the children. It is very much structured and has great advantages. Enjoying it.,5,A Google user
181,"{'reviewId': 'c93f95a5-af13-467e-8857-9169c6737b62', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Super easy to handle, my little kid can operate it with ease. He is attending his virtual preschool with great interest. Nice concept.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 1, 3, 8, 17, 21), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-01-03 08:17:21,"Super easy to handle, my little kid can operate it with ease. He is attending his virtual preschool with great interest. Nice concept.",5,A Google user
182,"{'reviewId': 'daec1cd2-0f71-4f51-8145-87ed180ebf44', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Nothing to state terrible, there are next to zero bad marks to utilizing the Montessori application. It is actually a fine one. Simple to work as well.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 27, 7, 8, 50), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-27 07:08:50,"Nothing to state terrible, there are next to zero bad marks to utilizing the Montessori application. It is actually a fine one. Simple to work as well.",5,A Google user
183,"{'reviewId': '66e4156e-4fc3-4858-aef3-1c0a54bd2496', 'userName': 'Timothy Ross', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKzKlOmzQpmb3s8evusXgcngmLFARrwVE-5yomThCGjKL7x8A=mo', 'content': 'With such friendly user interface, the application is very suitable for small kids . They can enjoy their preschool games like never before.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 5, 2, 46, 46), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-05 02:46:46,"With such friendly user interface, the application is very suitable for small kids . They can enjoy their preschool games like never before.",5,Timothy Ross
184,"{'reviewId': '3a0ef1ff-4f6d-4129-8758-1271c2f610eb', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'This app is performing well. As a learning app for small kids , it is able to provide a wonderful experience.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 26, 8, 29, 23), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-26 08:29:23,"This app is performing well. As a learning app for small kids , it is able to provide a wonderful experience.",5,A Google user
185,"{'reviewId': '2bee2e2f-454d-4fa5-ad6c-ad7dd2a107d4', 'userName': 'Marie Terouz', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVcNaINu9esiuaB0qouUGqoTnwFVu2lHLA0vEm1DHqLV5Mj1kXUZw', 'content': 'Cannot login with subscription, it works on my phone but not on the tablet. Frustrated. Sent an email and no response to help. Disappointed', 'score': 3, 'thumbsUpCount': 12, 'reviewCreatedVersion': '4.2', 'at': datetime.datetime(2021, 12, 28, 4, 51, 53), 'replyContent': 'Hello, we have answered your email 2 days ago for your issue about the connection to your android device. Please check your spams if you did not received our email.', 'repliedAt': datetime.datetime(2021, 12, 30, 6, 22, 47), 'appVersion': '4.2'}",2021-12-28 04:51:53,"Cannot login with subscription, it works on my phone but not on the tablet. Frustrated. Sent an email and no response to help. Disappointed",3,Marie Terouz
186,"{'reviewId': '9a35fb60-c6ad-44ca-b75f-7b5a07745ca8', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'My five-year-old is obsessed with this app. She loves showing off what she has learned to her friends and grandparents. The content is also really lovely. Overall very happy!', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 8, 9, 7, 35, 29), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-08-09 07:35:29,My five-year-old is obsessed with this app. She loves showing off what she has learned to her friends and grandparents. The content is also really lovely. Overall very happy!,5,A Google user
187,"{'reviewId': 'f1d04dfd-1fd8-403f-b4c2-80040732be31', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I was too worried about sending my little one to preschool. I disliked the concept of leaving her at the spot for hours and then pick her up. I always wanted to have an option like this.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 11, 30, 8, 46, 54), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-11-30 08:46:54,I was too worried about sending my little one to preschool. I disliked the concept of leaving her at the spot for hours and then pick her up. I always wanted to have an option like this.,5,A Google user
188,"{'reviewId': 'c0ac91bb-d2fa-4c38-8387-23f017da5f31', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'As a parent of a 3yr old little youngster, I am thankful to the makers of the Montessori Preschool application. The application thought behind it justifies a notification too. Charming one.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 19, 0, 41, 57), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-19 00:41:57,"As a parent of a 3yr old little youngster, I am thankful to the makers of the Montessori Preschool application. The application thought behind it justifies a notification too. Charming one.",5,A Google user
189,"{'reviewId': 'f5bc0f59-62c1-4865-86ca-839beb7c605a', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Excellent App! my 3 yr old daughter has been using this app for around 2 months and she is able to recognize numbers and letters in signboards and pronounce them almost right.', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 3, 23, 6, 3, 53), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-03-23 06:03:53,Excellent App! my 3 yr old daughter has been using this app for around 2 months and she is able to recognize numbers and letters in signboards and pronounce them almost right.,5,A Google user
190,"{'reviewId': 'd4b2e10c-a488-4516-a00a-78854d941085', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Would like a refund my 3 year old downloaded this app, I have no interest in it, I cannot afford it, have written you many email with no response can you please refund my $73.00 subscription, I would never pay this much fop an app!! please refund my money I am a single mother and this is our food money', 'score': 1, 'thumbsUpCount': 6, 'reviewCreatedVersion': '3.0', 'at': datetime.datetime(2020, 3, 13, 2, 50, 20), 'replyContent': ""Hello, we're sorry you feel this way, our team works very hard to create quality educational content. Please contact our support service on support@edokiacademy.com"", 'repliedAt': datetime.datetime(2020, 3, 19, 6, 41, 51), 'appVersion': '3.0'}",2020-03-13 02:50:20,"Would like a refund my 3 year old downloaded this app, I have no interest in it, I cannot afford it, have written you many email with no response can you please refund my $73.00 subscription, I would never pay this much fop an app!! please refund my money I am a single mother and this is our food money",1,A Google user
191,"{'reviewId': '927c55ff-c214-47dd-8444-6c1591681fbb', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'The kids are able to learn the ABCs easily and they are enjoying the preschool games. A complete learning app for small kids.', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 6, 7, 32, 2), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-06 07:32:02,The kids are able to learn the ABCs easily and they are enjoying the preschool games. A complete learning app for small kids.,5,A Google user
192,"{'reviewId': 'a2402056-9beb-4481-b5ef-bc6b96ef4b46', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I cannot question it! Montessori preschool is a very good application. It has a great features and the application thought is awesome.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 4, 2, 13, 39, 18), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-04-02 13:39:18,I cannot question it! Montessori preschool is a very good application. It has a great features and the application thought is awesome.,5,A Google user
193,"{'reviewId': 'd4e20b8f-fb96-41c5-b2fb-ae2fefcc0bbc', 'userName': 'Rajib Dhar', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKFrPfCcq4JIA0FtZNuzfMRIh54xZRc7s28jwI_hS6NN9XKcft7=mo', 'content': 'I love the idea of Montessori because children can learn, Play and have fun.i thank this because my child will get a good time to explore new ways of learning and development .', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '3.3.2', 'at': datetime.datetime(2020, 7, 25, 20, 46, 32), 'replyContent': None, 'repliedAt': None, 'appVersion': '3.3.2'}",2020-07-25 20:46:32,"I love the idea of Montessori because children can learn, Play and have fun.i thank this because my child will get a good time to explore new ways of learning and development .",5,Rajib Dhar
194,"{'reviewId': '33d13fa2-51b7-4c39-b578-090cdd9ba10b', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""Wouldn't make any difference they like to learn or play preschool games, the application can demonstrate its comphrehensiveness. I would suggest it."", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 27, 7, 16, 13), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-27 07:16:13,"Wouldn't make any difference they like to learn or play preschool games, the application can demonstrate its comphrehensiveness. I would suggest it.",5,A Google user
195,"{'reviewId': '2f991289-37e3-4b5c-aab6-f6655dd8c478', 'userName': 'Emily Brown', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKqGlOIC3IblbsDsSF7WUgpO0wjW9jAhUALKsn8awYa2FFghw=mo', 'content': 'My 2.5 year old loves learning about numbers and then learning how to count, add and subtract in easy manner. Best preschool app.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 8, 1, 10, 13), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-08 01:10:13,"My 2.5 year old loves learning about numbers and then learning how to count, add and subtract in easy manner. Best preschool app.",5,Emily Brown
196,"{'reviewId': '48a31ab0-974e-4549-b387-b2d0bc8da655', 'userName': 'Banter G', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLqIv12kqlj4Af9fCPtbV7E1OIosIjKwdMPwebuURtrGv-kUQ=mo', 'content': 'My children love this game. They are 5, 4, & 2. They all can easily play the games. I like how it tells you which ages for each game.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 1, 4, 0, 17), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-01 04:00:17,"My children love this game. They are 5, 4, & 2. They all can easily play the games. I like how it tells you which ages for each game.",5,Banter G
197,"{'reviewId': '4f873415-e475-48a3-99ed-0d1e7e20ebbe', 'userName': 'bryant_cooper', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLdGcoXIuHn8s8ejzGGPZOF-ymuw7bbduqINJOB4-cMTNuWsw=mo', 'content': 'My children love this game. They are 5, 4, & 2. They all can easily play the games. I like how it tells you which ages for each game.', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 51, 8), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:51:08,"My children love this game. They are 5, 4, & 2. They all can easily play the games. I like how it tells you which ages for each game.",5,bryant_cooper
